Geno	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32
BESC-1016	-0.0328233919914769	-0.0382272133212093	-0.0154712746765806	-0.0918541244360089	0.00565975859278702	-0.00433135078865308	-0.0436500736087336	-0.0163078109560996	0.0119416468413053	0.00637093321873366	-0.00926719846575513	-0.00244903327353514	-0.0055954216058281	0.00257044890108175	0.0258282811768107	0.00952529316231755	0.00733311345073837	0.0103108125820831	-0.00723755953797586	0.0141575212702782	-0.00599915165447872	0.00704093911517913	0.000108699724281108	0.00714074912045439	-0.0334444556282899	-0.00196172440923264	-0.0180169312277665	-0.00133596108957371	0.00870075836769987	0.000787093324191876	-0.00696441214478688	-0.0201503615303683
BESC-1017	-0.031630315559898	-0.0393758307985515	-0.0132793732688306	-0.0910143763936449	0.00457734082314396	-0.000645368852220641	-0.0452425744761972	-0.0141335920201679	0.015248098261537	0.000668933696908332	-0.00606827521688385	-0.00200415415449834	-0.00903337005695937	0.00248046080171659	0.020201523040176	0.00803010688402204	0.00646977997658705	0.00793510401225995	-0.0163631077528548	0.00468197768634198	0.000746648128907113	0.0116496646738817	0.00695474997372651	0.00533668015797419	-0.0298065036089493	0.00905278677609561	-0.020787303149866	-0.00328690663047788	0.0146197625409182	-0.00609325201883747	-0.0239044712946862	-0.0223023906391967
BESC-1018	-0.0643426466565646	0.0246590869596333	0.0112261304038472	-0.0284513651766658	0.0189399530828154	-0.0245067367256024	0.104531787816816	0.0276266564832247	-0.0329653739642007	0.0145781875334568	0.0243201505681344	-0.0183461997189254	-0.0390747717793353	-0.0112132256155027	-0.0266961656642262	-0.0315144693554406	0.0468368503593534	0.0125730580181516	-0.0382891537871205	0.0343927459957331	-0.0177992010272463	0.00866885110322025	-0.0354424059576995	-0.00213645235230922	-0.0122622240997957	0.00957491165734021	0.0106662808394348	0.00504863432981498	0.0161671779089783	0.00500719318431528	-0.00457924731790409	-0.00327234417054429
BESC-1019	-0.0635117230986009	0.0228257062945722	0.0101285823464805	-0.0287076322191996	0.0111943405510529	-0.0181927741329486	0.101748614476851	0.028818450749241	-0.026949429068313	0.00815154205385566	0.0345167547487548	-0.0145465668370032	-0.0331790897800154	-0.0112418246947559	-0.0311330155955709	-0.0314582083087248	0.0453893989578711	0.00913434355476027	-0.0278835401043701	0.0293812798704228	-0.0115154858416283	0.016257528988918	-0.0365367463723063	0.0075373931307126	-0.00862760716002938	0.0108796841347823	0.00204284348638152	0.0110165439856769	0.00735723769205725	0.00918723947516785	-0.00851874857831907	-0.00573755352488381
BESC-102	0.00184856735629207	-0.0499259763870489	0.036138149509955	0.0289518512369005	0.035823450431944	-0.0128736351537794	-0.00250023814065644	-0.00669323046910365	-0.0290424869194477	0.025587565188494	-0.011898046574106	0.00324269109396021	0.00311439163798058	-0.00491964717522823	-0.0077899569424049	0.00416907435453508	-0.0287139513454492	-0.016969801611185	-0.0206619795554785	0.0172281016335163	-0.0253818712181845	-0.00469953962656618	0.0048139082633739	0.0257474462401343	0.0144798449682748	-0.00819896138584831	-0.02571575616744	0.0173868650044982	-0.0107567482666333	-0.0172266651419903	-0.00030505616837125	0.017434297651639
BESC-1020	-0.0626165784005545	0.0235922336640308	0.0108720195153152	-0.0251231220701228	0.0157806602912824	-0.0227052699199109	0.100362656324852	0.0239756610272642	-0.0272733684511108	0.015344059807789	0.020484723711343	-0.00627319591196182	-0.0341065371591414	-0.0111016414611637	-0.0316691050638765	-0.0293428142092604	0.0510647348906856	0.0150446923753981	-0.0319316178610268	0.0293182373836344	-0.0142377591161626	0.00524706656134167	-0.0267135606073211	-0.00320779398810207	-0.0112380991780917	0.0122614270672669	0.0108798460043207	0.0134605140616733	0.00507324380023959	0.0099534112577172	-0.00396187715365624	0.00134274392018361
BESC-1021	-0.0641768313718968	0.0233743364764838	0.0112768845307462	-0.0275983106238125	0.0152833970751074	-0.0217636253752584	0.107684998300076	0.0271124403619536	-0.0315627552472142	0.0088485273301151	0.03420667323074	-0.0169500520826262	-0.0405821352700759	-0.0123372363086243	-0.0280030091505881	-0.0291586595141826	0.0499767250036173	0.0186996856493475	-0.0364134556532307	0.0269639876376987	-0.0162947648588087	0.010695301048325	-0.0294129380570662	-0.00294697090537809	-0.00489730004375983	0.00251699976634854	-0.00425689494909964	0.00428627396426463	0.0120611333106037	-0.00128154896949992	-0.0130709512735745	-0.000148756489754951
BESC-1022	-0.0654395559225567	0.022721624426174	0.01063193755238	-0.0271202031640948	0.0226193351591407	-0.0263166544332249	0.106068542504467	0.0237161360844725	-0.0304406024445741	0.0125657017808396	0.0310091398384692	-0.0119912311730019	-0.0424467619122688	-0.010939674493131	-0.0254242715933829	-0.0316047465327738	0.0541986484394683	0.0220978063899986	-0.0281424590672006	0.0302454645114567	-0.0107236698464918	0.0134881542634642	-0.0328931930850441	-0.0029387318947537	-0.0179215004696351	0.0139084646882303	0.00222710743412338	0.00753920004953371	-0.00263920542307737	0.00887039174310183	0.00277433128804302	-0.00483373503356016
BESC-1023	-0.0648860895312672	0.0242445759734706	0.0111202810449187	-0.0295073253192157	0.0132752338053119	-0.0213323649676775	0.106703911707292	0.0317355153349723	-0.0283648846101733	0.00773731951888886	0.0326767558575402	-0.0139357118729816	-0.0433532093066799	-0.0124572784482608	-0.0367612371568583	-0.0297177790863445	0.0530280824263786	0.020083536271155	-0.0346150789687071	0.0293199354461099	-0.0186414027799866	0.0126546234899445	-0.0367477944260681	-0.000593721337481233	-0.0168820864449933	0.00990442006301516	0.00912158074167994	0.013443321527653	0.0174620214757303	0.00787538505969074	0.000897186627854194	-0.00266394800414128
BESC-1024	-0.0634458770060728	0.0233703901634787	0.0123006070691338	-0.0281506125570406	0.00957005252300354	-0.0178394088508418	0.106834346330083	0.0331899315406438	-0.0317384568700996	0.00620015173845811	0.0322461982539067	-0.0190335867611911	-0.0433794756511621	-0.0100501129021832	-0.0353209526123374	-0.0317388969542239	0.0539664391269872	0.0171545919218383	-0.0286231018311442	0.0305867990562987	-0.0100657016523746	0.00480844327650953	-0.0374529671939025	0.0024720768570292	-0.00956722366410376	0.00487077901607562	-0.00431537165349009	0.00749108575086015	0.00625955902500838	-0.0049626172051874	-0.00725340689170719	-0.00405652087806193
BESC-1025	-0.0639666081693971	0.0236343129470598	0.0101099698888259	-0.0265069167329422	0.0139043635032232	-0.0219178801694885	0.110992653526807	0.029182052850872	-0.0275802261922183	0.012406168374937	0.0266076624602268	-0.0211165440720794	-0.0400921920938016	-0.0141227420210853	-0.035769493407633	-0.038105668256718	0.0586625045681666	0.0173476294565622	-0.031332933955831	0.0327718446091891	-0.0124191362228468	0.0138385533092746	-0.0408952013957201	-0.000824158477313069	-0.0158693575461345	0.0180567773066218	0.00829402363303149	0.0140745245520439	0.011352376061848	0.00472218744950257	-0.00593957162713643	-0.00472795089998253
BESC-1026	-0.0630490985720704	0.0237253102945524	0.01228909266063	-0.0275379976884233	0.00704413678632688	-0.0181943432301851	0.111247136382062	0.0336085742495771	-0.0267406469661557	0.00560115287609934	0.0293976505175463	-0.0202772059139107	-0.028681878156846	-0.0141412957132066	-0.0409923525916237	-0.0363185570689988	0.0649978921870078	0.0194228528297067	-0.03412419266087	0.0289216674870233	-0.0143701485205591	0.0150142665842399	-0.0389402303996426	0.00377261507634588	-0.0117630123483914	0.00972306376637233	-0.00241738839825931	0.013138732134386	0.0122528065712225	0.00693161583478359	-0.0103894765515742	-0.00449373476740226
BESC-1027	-0.0632114820997615	0.0252759265758673	0.0123267625845762	-0.0283128952364014	0.0106945874050522	-0.0192828206946643	0.108407267373722	0.0369356889477206	-0.0334615795222888	0.00545216146699442	0.0276701659038471	-0.015768425745491	-0.0417334742115256	-0.0143048927688735	-0.0388331068863906	-0.0231467096485891	0.0542660865406046	0.0155449348463946	-0.0351136707284013	0.0371773973117316	-0.0126776415179522	0.0141746185853167	-0.0426470075158035	0.00480527171069935	-0.0130037573271552	0.0069918711695405	0.00115763814292413	0.0124537494220086	0.013212794128148	0.000975749737570637	-0.0096244048237398	-0.00506291951865798
BESC-1028	-0.0644646564543691	0.0239998051408686	0.0116955556899006	-0.0318263178952687	0.00747429447607252	-0.0222960584664452	0.125430514942101	0.0413835016777736	-0.0361626773407521	0.0102005835869201	0.0449934646109256	-0.0211648186774318	-0.0694097139992572	-0.0177225434750019	-0.0589995047608473	-0.0579677961155213	0.107767464798905	0.030647592020054	-0.0766391741326795	0.0808345994320844	-0.0297646394716981	0.0356531727286018	-0.0923190017260474	0.00255904353619345	-0.0356919167394619	0.0234938870085429	-0.00527021903915083	-0.000396915695870117	-0.00607895995009501	-0.0266299022051477	-0.0269496304419289	0.00530681126706508
BESC-1029	-0.0639878409083208	0.0244262271409658	0.0123164663772992	-0.0268329188264447	0.0146940064508259	-0.0222320735445462	0.109492110596756	0.0294245371060018	-0.031984787477637	0.00965747918063975	0.0280961289107175	-0.0176186710170012	-0.0429416722278728	-0.0134142023260668	-0.0376773301214735	-0.0336653239404758	0.0504440360627308	0.0168015900945427	-0.0336613030947906	0.0296005929491274	-0.0176663634916818	0.0149447443583874	-0.0360581485709845	0.00413343335559443	-0.0104512608779061	0.0154068058607948	0.00101465127829892	0.00475270964247848	0.0109975623014201	0.00516188807833703	-0.00319680643260638	-0.00464147907855175
BESC-103	-0.00162131709519451	-0.0579010545657628	0.0399212235447318	0.0323954788765532	0.0490300631001478	-0.0231200040394386	-0.00352975250521832	-0.0136544906682162	-0.0239105223796315	0.0319917468157057	0.00381445773316072	0.000219098130745525	-0.00260682851485088	0.00109919987638205	-0.00638136114374365	-0.00386555231486505	-0.0171928133175497	-0.0127345229869983	-0.0107392196076929	0.0162183716363185	-0.0182099094466266	0.00399274155595347	0.0017895211452236	0.0125289008283682	0.0168171344609812	-0.0174493713195565	-0.031358375268328	0.0157695475784416	-0.00390675710370642	-0.00313412359028082	-0.0101384589740292	-0.00357663599609381
BESC-1030	-0.0629875069529611	0.0235977884098972	0.0119618244089184	-0.0274595702635919	0.0153462651772032	-0.0225025452244506	0.10173260963287	0.0323232298005961	-0.0313350273826074	0.0121062307647236	0.0275436668797504	-0.0127453285964137	-0.0351902754488494	-0.00665231914841204	-0.0310831278795239	-0.0241535007173844	0.0360977785678206	0.0130562430184841	-0.0293840108623934	0.0343257884478599	-0.0214615000405061	0.00876461269695416	-0.031170220423357	0.00238640446911957	-0.0153217351470488	0.0128540484305701	0.00399983297534882	0.00979163498384618	0.0119767346339064	0.00206766069634825	-0.0078178472905338	-0.00664957129565433
BESC-1031	-0.0627851322733738	0.0244893731385244	0.0123907801540884	-0.0264621130217111	0.0107001038511755	-0.0154954936535301	0.10814119197834	0.0393491164965481	-0.0311617875055522	0.00743574462557196	0.0295106924106252	-0.012745945711768	-0.0347804642167747	-0.0172005878539835	-0.0329126710516506	-0.0291327930142068	0.050609798704007	0.0114433870382018	-0.0294645588923641	0.0299661301075084	-0.0177290186636114	0.0131190933951225	-0.0284493506150879	0.00599128413751927	-0.0138734936017764	0.00601097176394054	-0.00557177744485477	0.0152582626963647	0.0169303985155545	-0.000888720154413662	-0.00193008362591999	-0.0104362808735497
BESC-1032	-0.055452735532108	0.00714783378207802	0.0040657577474911	-0.0390557231643155	0.0095426539061278	-0.0148650145014366	0.0739663651993136	0.0207115111168415	-0.0169266955907091	0.00491165308754501	0.0185915450901544	-0.0241408874449366	-0.0357513073472509	-0.0246487396151212	-0.0326231552803977	0.0115612391986975	-0.0198803175738971	-0.0154709454530375	0.0143822910456894	-5.69164320979899e-05	-0.00267655399505345	-0.00081657355232682	-0.0207518159951366	0.00970624668925729	0.0159278549385917	0.00273113617656001	0.00889374029287429	-0.0382486421586524	-0.00171509029043624	0.0179313286997408	0.010012992873107	0.019803317719138
BESC-1033	-0.0591837473046961	0.0140161827972498	0.00830278638720401	-0.037883784250402	0.00919791823667553	-0.0140691788625133	0.0836040547321562	0.0262522336894826	-0.0201068288635471	0.00680513944600336	0.0223311276341193	-0.0196814189170175	-0.0346105310208295	-0.0143213746982432	-0.034920839096107	-0.00128848953248519	0.0139552669721081	-0.00423623125253733	-0.00129429848106	0.0107655881326286	-0.00621586502327807	0.00853958511543432	-0.0241247011585605	0.0119402775194488	0.00603783481966206	0.00268018840741304	0.0031343869105771	-0.0131381809448533	0.00535909246457892	0.0064938002198237	0.00436180349206466	0.00708481381759142
BESC-1034	-0.0587833188733103	0.0174532118079201	0.0075142331038847	-0.0325186989970245	0.00720539067591429	-0.0156763641220936	0.0824497462078369	0.0259598732931853	-0.0167388591059037	0.00626243196438889	0.0155890748285732	-0.0116413343452692	-0.0271697141612131	-0.00733029270784253	-0.0183412016167006	-0.010885712810184	0.0152649064323111	0.00383051211904115	-0.00737381680266295	0.0155233987803762	-0.00878417005241102	0.00585926725504835	-0.0118251795870873	0.00230836630434352	0.000357409856982487	0.00859236885879777	0.00873703464020784	0.000157881646143868	0.000758261520887758	0.00310137978474326	-0.00195023398943426	-0.00112956618180777
BESC-1035	-0.0589236837290863	0.0175743324742055	0.00943572882142992	-0.0296825709375975	0.0121977252026831	-0.0164954512864519	0.0857347938763766	0.0284499924376281	-0.0276605081699051	0.00913039492974234	0.0237712506202282	-0.0213173219384209	-0.0260203621166554	-0.0200249683574921	-0.0304204343930343	-0.00349751004846132	0.00801404807133883	-0.00253974442722458	-0.000983961072843873	0.0101910770182834	-0.0127817731885611	-0.002687865056487	-0.0163200214767119	0.0142979350317782	0.00789145597926353	-0.000925214212998001	0.00362590539721268	-0.0151961658191198	0.00435123296370795	0.0131943366460236	0.000112140867158647	0.00771885126427865
BESC-1036	-0.0632785583245921	0.0229957642466135	0.0106941183839508	-0.0272061808287448	0.0162204278287395	-0.0206443421653656	0.105172339136584	0.033495183294068	-0.0349744554875413	0.0140285134889368	0.0319097746830583	-0.0146618698101734	-0.0375842901147305	-0.0105595593516735	-0.0298864189765307	-0.0281159619136094	0.0401722584821397	0.00978674018269604	-0.0323577049727611	0.0302974122777009	-0.0179826553181584	0.0145030385642725	-0.0298488231936047	0.00263407712082646	-0.01326604621794	0.0170461883060409	0.00459073879350407	0.0120887753481235	0.00943647667558144	0.00534255104739832	-0.00687823615862295	-0.00714620190072549
BESC-1037	-0.0644022865321813	0.0241640788465964	0.0125711788801474	-0.0273229740699506	0.014158849398597	-0.0195304947295562	0.107146501756473	0.0320184345063056	-0.0316183530157338	0.00931844404994343	0.0251941091698702	-0.0173277462510199	-0.0473086411604359	-0.00942657956302029	-0.0297653476131835	-0.0283791200747341	0.0549113821700939	0.0179942857328104	-0.0313862563897249	0.0300274072623708	-0.0158945196886155	0.0176750905855029	-0.0349187236010424	0.00360830595745578	-0.0130024778779925	0.0152219833840673	-0.00460801072424613	0.0124510166640474	0.0121344924156553	0.00846486026530713	-0.0111672336538203	-0.00479723240929834
