Geno	Mean_Temp	Diurinal_Range	Isothermality	Temp_Seasonality	Max_Temp	Min_Temp	Temp_Range	Temp_Wettest_Quarter	Temp_Driest_Quarter	Temp_Warmest_Quarter	Temp_Coldest_Quarter	Precipitation	Precip._Wettest_Month	Precip._Driest_Month	Precip_Seasonality	Precip_Wettest_Quarter	Precip_Driest_Quarter	Precip_Warmest_Quarter	Precip_Coldest_Quarter
KTMC-12-5	6.96666669845581	7.28999996185303	27.6220073699951	685.318969726562	21.2479991912842	-5.14400005340576	26.3919982910156	2.7093334197998	13.4286670684814	15.3746662139893	-1.48733329772949	2334	343	64	55.1414756774902	997	226	231	830
DENA-17-1	3.99933338165283	9.75333309173584	34.1025657653809	693.976013183594	19.503999710083	-9.0959997177124	28.5999984741211	-0.464666664600372	10.4726667404175	12.5426664352417	-4.41733312606812	1214	174	52	45.8996505737305	491	170	170	405
DENA-17-2	3.99933338165283	9.75333309173584	34.1025657653809	693.976013183594	19.503999710083	-9.0959997177124	28.5999984741211	-0.464666664600372	10.4726667404175	12.5426664352417	-4.41733312606812	1214	174	52	45.8996505737305	491	170	170	405
DENA-17-3	3.99933338165283	9.75333309173584	34.1025657653809	693.976013183594	19.503999710083	-9.0959997177124	28.5999984741211	-0.464666664600372	10.4726667404175	12.5426664352417	-4.41733312606812	1214	174	52	45.8996505737305	491	170	170	405
DENA-17-4	3.99933338165283	9.75333309173584	34.1025657653809	693.976013183594	19.503999710083	-9.0959997177124	28.5999984741211	-0.464666664600372	10.4726667404175	12.5426664352417	-4.41733312606812	1214	174	52	45.8996505737305	491	170	170	405
DENB-17-1	4.29883337020874	9.381667137146	33.3203125	692.444152832031	19.6240005493164	-8.5319995880127	28.1560001373291	-0.155333310365677	12.8293333053589	12.8293333053589	-4.10866641998291	1308	184	53	46.0473747253418	528	176	176	438
DENB-17-2	4.29883337020874	9.381667137146	33.3203125	692.444152832031	19.6240005493164	-8.5319995880127	28.1560001373291	-0.155333310365677	12.8293333053589	12.8293333053589	-4.10866641998291	1308	184	53	46.0473747253418	528	176	176	438
DENB-17-3	4.29883337020874	9.381667137146	33.3203125	692.444152832031	19.6240005493164	-8.5319995880127	28.1560001373291	-0.155333310365677	12.8293333053589	12.8293333053589	-4.10866641998291	1308	184	53	46.0473747253418	528	176	176	438
DENB-17-4	4.29883337020874	9.381667137146	33.3203125	692.444152832031	19.6240005493164	-8.5319995880127	28.1560001373291	-0.155333310365677	12.8293333053589	12.8293333053589	-4.10866641998291	1308	184	53	46.0473747253418	528	176	176	438
DENB-17-5	4.29883337020874	9.381667137146	33.3203125	692.444152832031	19.6240005493164	-8.5319995880127	28.1560001373291	-0.155333310365677	12.8293333053589	12.8293333053589	-4.10866641998291	1308	184	53	46.0473747253418	528	176	176	438
DENC-17-1	5.54166650772095	8.92133331298828	32.5453567504883	684.684997558594	20.4839992523193	-6.92799997329712	27.4119987487793	1.05599987506866	11.9533338546753	13.9820003509521	-2.80066657066345	1529	223	56	48.545036315918	625	191	191	518
DENC-17-2	5.54166650772095	8.92133331298828	32.5453567504883	684.684997558594	20.4839992523193	-6.92799997329712	27.4119987487793	1.05599987506866	11.9533338546753	13.9820003509521	-2.80066657066345	1529	223	56	48.545036315918	625	191	191	518
DENC-17-3	5.54166650772095	8.92133331298828	32.5453567504883	684.684997558594	20.4839992523193	-6.92799997329712	27.4119987487793	1.05599987506866	11.9533338546753	13.9820003509521	-2.80066657066345	1529	223	56	48.545036315918	625	191	191	518
DENC-17-4	5.54166650772095	8.92133331298828	32.5453567504883	684.684997558594	20.4839992523193	-6.92799997329712	27.4119987487793	1.05599987506866	11.9533338546753	13.9820003509521	-2.80066657066345	1529	223	56	48.545036315918	625	191	191	518
DENC-17-5	5.54166650772095	8.92133331298828	32.5453567504883	684.684997558594	20.4839992523193	-6.92799997329712	27.4119987487793	1.05599987506866	11.9533338546753	13.9820003509521	-2.80066657066345	1529	223	56	48.545036315918	625	191	191	518
DEND-17-1	5.69444465637207	8.83958339691162	33.7067070007324	641.346618652344	20.033332824707	-6.19166660308838	26.2249984741211	1.55208337306976	11.654167175293	13.6013889312744	-2.04999995231628	1730	253	63	48.0930824279785	703	215	215	587
DEND-17-2	5.69444465637207	8.83958339691162	33.7067070007324	641.346618652344	20.033332824707	-6.19166660308838	26.2249984741211	1.55208337306976	11.654167175293	13.6013889312744	-2.04999995231628	1730	253	63	48.0930824279785	703	215	215	587
DEND-17-4	5.69444465637207	8.83958339691162	33.7067070007324	641.346618652344	20.033332824707	-6.19166660308838	26.2249984741211	1.55208337306976	11.654167175293	13.6013889312744	-2.04999995231628	1730	253	63	48.0930824279785	703	215	215	587
DEND-17-5	5.69444465637207	8.83958339691162	33.7067070007324	641.346618652344	20.033332824707	-6.19166660308838	26.2249984741211	1.55208337306976	11.654167175293	13.6013889312744	-2.04999995231628	1730	253	63	48.0930824279785	703	215	215	587
KLNA-20-3	7.07149982452393	8.58366680145264	34.8193511962891	595.322814941406	20.6959991455078	-3.95600008964539	24.6519985198975	3.07200002670288	14.033332824707	14.3146667480469	-0.193333372473717	1278	198	48	49.2959442138672	527	163	167	426
KLNA-20-4	7.07149982452393	8.58366680145264	34.8193511962891	595.322814941406	20.6959991455078	-3.95600008964539	24.6519985198975	3.07200002670288	14.033332824707	14.3146667480469	-0.193333372473717	1278	198	48	49.2959442138672	527	163	167	426
KLNA-20-5	7.07149982452393	8.58366680145264	34.8193511962891	595.322814941406	20.6959991455078	-3.95600008964539	24.6519985198975	3.07200002670288	14.033332824707	14.3146667480469	-0.193333372473717	1278	198	48	49.2959442138672	527	163	167	426
KLNB-20-2	5.31416654586792	9.08766651153564	34.9902458190918	621.917724609375	19.6840000152588	-6.28800010681152	25.9720001220703	1.29666650295258	12.8146667480469	12.8146667480469	-2.28933334350586	1192	182	47	48.0840492248535	492	160	160	390
KLNB-20-3	5.31416654586792	9.08766651153564	34.9902458190918	621.917724609375	19.6840000152588	-6.28800010681152	25.9720001220703	1.29666650295258	12.8146667480469	12.8146667480469	-2.28933334350586	1192	182	47	48.0840492248535	492	160	160	390
KLNC-20-2	3.58216667175293	10.7083330154419	36.798397064209	677.842895507812	19.6040000915527	-9.49600028991699	29.1000003814697	-0.886000096797943	11.6606664657593	11.8573331832886	-4.60666656494141	842	129	41	45.8301086425781	344	131	132	268
KLND-20-1	2.87933325767517	11.3493337631226	37.9474830627441	683.315124511719	19.3199996948242	-10.5880002975464	29.9080009460449	-1.63133335113525	11.076000213623	11.21399974823	-5.34066677093506	790	117	40	42.6169357299805	316	130	133	242
KLND-20-2	2.87933325767517	11.3493337631226	37.9474830627441	683.315124511719	19.3199996948242	-10.5880002975464	29.9080009460449	-1.63133335113525	11.076000213623	11.21399974823	-5.34066677093506	790	117	40	42.6169357299805	316	130	133	242
KLND-20-3	2.87933325767517	11.3493337631226	37.9474830627441	683.315124511719	19.3199996948242	-10.5880002975464	29.9080009460449	-1.63133335113525	11.076000213623	11.21399974823	-5.34066677093506	790	117	40	42.6169357299805	316	130	133	242
KLND-20-5	2.87933325767517	11.3493337631226	37.9474830627441	683.315124511719	19.3199996948242	-10.5880002975464	29.9080009460449	-1.63133335113525	11.076000213623	11.21399974823	-5.34066677093506	790	117	40	42.6169357299805	316	130	133	242
KLNE-20-3	4.70700025558472	11.1640005111694	36.5744972229004	718.483642578125	21.3040008544922	-9.22000026702881	30.5240020751953	-0.12200003862381	13.4393339157104	13.4393339157104	-4.12666654586792	726	115	35	47.540283203125	303	113	113	228
KLNE-20-4	4.70700025558472	11.1640005111694	36.5744972229004	718.483642578125	21.3040008544922	-9.22000026702881	30.5240020751953	-0.12200003862381	13.4393339157104	13.4393339157104	-4.12666654586792	726	115	35	47.540283203125	303	113	113	228
KLNE-20-5	4.70700025558472	11.1640005111694	36.5744972229004	718.483642578125	21.3040008544922	-9.22000026702881	30.5240020751953	-0.12200003862381	13.4393339157104	13.4393339157104	-4.12666654586792	726	115	35	47.540283203125	303	113	113	228
KLNG-20-1	5.31416654586792	9.08766651153564	34.9902458190918	621.917724609375	19.6840000152588	-6.28800010681152	25.9720001220703	1.29666650295258	12.8146667480469	12.8146667480469	-2.28933334350586	1192	182	47	48.0840492248535	492	160	160	390
KLNG-20-2	5.31416654586792	9.08766651153564	34.9902458190918	621.917724609375	19.6840000152588	-6.28800010681152	25.9720001220703	1.29666650295258	12.8146667480469	12.8146667480469	-2.28933334350586	1192	182	47	48.0840492248535	492	160	160	390
KLNG-20-3	5.31416654586792	9.08766651153564	34.9902458190918	621.917724609375	19.6840000152588	-6.28800010681152	25.9720001220703	1.29666650295258	12.8146667480469	12.8146667480469	-2.28933334350586	1192	182	47	48.0840492248535	492	160	160	390
KLNG-20-4	5.31416654586792	9.08766651153564	34.9902458190918	621.917724609375	19.6840000152588	-6.28800010681152	25.9720001220703	1.29666650295258	12.8146667480469	12.8146667480469	-2.28933334350586	1192	182	47	48.0840492248535	492	160	160	390
KLNG-20-5	5.31416654586792	9.08766651153564	34.9902458190918	621.917724609375	19.6840000152588	-6.28800010681152	25.9720001220703	1.29666650295258	12.8146667480469	12.8146667480469	-2.28933334350586	1192	182	47	48.0840492248535	492	160	160	390
KLNG-20-6	5.31416654586792	9.08766651153564	34.9902458190918	621.917724609375	19.6840000152588	-6.28800010681152	25.9720001220703	1.29666650295258	12.8146667480469	12.8146667480469	-2.28933334350586	1192	182	47	48.0840492248535	492	160	160	390
KLNG-20-7	5.31416654586792	9.08766651153564	34.9902458190918	621.917724609375	19.6840000152588	-6.28800010681152	25.9720001220703	1.29666650295258	12.8146667480469	12.8146667480469	-2.28933334350586	1192	182	47	48.0840492248535	492	160	160	390
HOMA-21-1	7.81408739089966	8.29722213745117	32.0532875061035	656.450622558594	22.1857147216797	-3.70000004768372	25.8857154846191	3.28015875816345	15.4444446563721	15.7730159759521	-0.245238110423088	1173	174	49	44.6220359802246	470	162	164	377
HOMA-21-2	7.81408739089966	8.29722213745117	32.0532875061035	656.450622558594	22.1857147216797	-3.70000004768372	25.8857154846191	3.28015875816345	15.4444446563721	15.7730159759521	-0.245238110423088	1173	174	49	44.6220359802246	470	162	164	377
HOMA-21-4	7.81408739089966	8.29722213745117	32.0532875061035	656.450622558594	22.1857147216797	-3.70000004768372	25.8857154846191	3.28015875816345	15.4444446563721	15.7730159759521	-0.245238110423088	1173	174	49	44.6220359802246	470	162	164	377
HOMA-21-5	7.81408739089966	8.29722213745117	32.0532875061035	656.450622558594	22.1857147216797	-3.70000004768372	25.8857154846191	3.28015875816345	15.4444446563721	15.7730159759521	-0.245238110423088	1173	174	49	44.6220359802246	470	162	164	377
HOMB-21-2	6.76416683197021	8.43233394622803	31.82493019104	669.323669433594	21.6040000915527	-4.89200019836426	26.496000289917	2.20933318138123	14.6453332901001	14.8453330993652	-1.44600009918213	1142	171	49	44.8267478942871	458	158	162	368
HOMB-21-3	6.76416683197021	8.43233394622803	31.82493019104	669.323669433594	21.6040000915527	-4.89200019836426	26.496000289917	2.20933318138123	14.6453332901001	14.8453330993652	-1.44600009918213	1142	171	49	44.8267478942871	458	158	162	368
HOMB-21-4	6.76416683197021	8.43233394622803	31.82493019104	669.323669433594	21.6040000915527	-4.89200019836426	26.496000289917	2.20933318138123	14.6453332901001	14.8453330993652	-1.44600009918213	1142	171	49	44.8267478942871	458	158	162	368
HOMC-21-1	5.12033319473267	10.5019998550415	35.4941177368164	703.457092285156	21.4759998321533	-8.11200046539307	29.5880012512207	0.364000052213669	13.3979997634888	13.6820001602173	-3.39333343505859	812	121	40	43.6024436950684	326	125	130	247
HOMC-21-2	5.12033319473267	10.5019998550415	35.4941177368164	703.457092285156	21.4759998321533	-8.11200046539307	29.5880012512207	0.364000052213669	13.3979997634888	13.6820001602173	-3.39333343505859	812	121	40	43.6024436950684	326	125	130	247
HOMC-21-3	5.12033319473267	10.5019998550415	35.4941177368164	703.457092285156	21.4759998321533	-8.11200046539307	29.5880012512207	0.364000052213669	13.3979997634888	13.6820001602173	-3.39333343505859	812	121	40	43.6024436950684	326	125	130	247
HOMC-21-4	5.12033319473267	10.5019998550415	35.4941177368164	703.457092285156	21.4759998321533	-8.11200046539307	29.5880012512207	0.364000052213669	13.3979997634888	13.6820001602173	-3.39333343505859	812	121	40	43.6024436950684	326	125	130	247
HOMC-21-5	5.12033319473267	10.5019998550415	35.4941177368164	703.457092285156	21.4759998321533	-8.11200046539307	29.5880012512207	0.364000052213669	13.3979997634888	13.6820001602173	-3.39333343505859	812	121	40	43.6024436950684	326	125	130	247
HOMD-21-1	1.41966676712036	11.9593334197998	38.5984153747559	691.913391113281	18.496000289917	-12.4879999160767	30.984001159668	-3.06266665458679	9.8633337020874	9.9913330078125	-6.63000011444092	752	100	40	32.1707878112793	272	136	155	223
HOMD-21-2	1.41966676712036	11.9593334197998	38.5984153747559	691.913391113281	18.496000289917	-12.4879999160767	30.984001159668	-3.06266665458679	9.8633337020874	9.9913330078125	-6.63000011444092	752	100	40	32.1707878112793	272	136	155	223
HOMD-21-3	1.41966676712036	11.9593334197998	38.5984153747559	691.913391113281	18.496000289917	-12.4879999160767	30.984001159668	-3.06266665458679	9.8633337020874	9.9913330078125	-6.63000011444092	752	100	40	32.1707878112793	272	136	155	223
HOMD-21-4	1.41966676712036	11.9593334197998	38.5984153747559	691.913391113281	18.496000289917	-12.4879999160767	30.984001159668	-3.06266665458679	9.8633337020874	9.9913330078125	-6.63000011444092	752	100	40	32.1707878112793	272	136	155	223
SKWA-24-2	6.93993043899536	7.84305572509766	33.0698051452637	592.409973144531	20.720832824707	-2.99583339691162	23.716667175293	0.473611116409302	14.2951393127441	14.3951387405396	0.207638815045357	1674	251	64	45.1060981750488	660	207	219	564
SKWA-24-3	6.93993043899536	7.84305572509766	33.0698051452637	592.409973144531	20.720832824707	-2.99583339691162	23.716667175293	0.473611116409302	14.2951393127441	14.3951387405396	0.207638815045357	1674	251	64	45.1060981750488	660	207	219	564
SKWA-24-4	6.93993043899536	7.84305572509766	33.0698051452637	592.409973144531	20.720832824707	-2.99583339691162	23.716667175293	0.473611116409302	14.2951393127441	14.3951387405396	0.207638815045357	1674	251	64	45.1060981750488	660	207	219	564
SKWA-24-5	6.93993043899536	7.84305572509766	33.0698051452637	592.409973144531	20.720832824707	-2.99583339691162	23.716667175293	0.473611116409302	14.2951393127441	14.3951387405396	0.207638815045357	1674	251	64	45.1060981750488	660	207	219	564
SKWB-24-2	6.93993043899536	7.84305572509766	33.0698051452637	592.409973144531	20.720832824707	-2.99583339691162	23.716667175293	0.473611116409302	14.2951393127441	14.3951387405396	0.207638815045357	1674	251	64	45.1060981750488	660	207	219	564
SKWB-24-3	6.93993043899536	7.84305572509766	33.0698051452637	592.409973144531	20.720832824707	-2.99583339691162	23.716667175293	0.473611116409302	14.2951393127441	14.3951387405396	0.207638815045357	1674	251	64	45.1060981750488	660	207	219	564
SKWB-24-5	6.93993043899536	7.84305572509766	33.0698051452637	592.409973144531	20.720832824707	-2.99583339691162	23.716667175293	0.473611116409302	14.2951393127441	14.3951387405396	0.207638815045357	1674	251	64	45.1060981750488	660	207	219	564
SKWC-24-1	6.93993043899536	7.84305572509766	33.0698051452637	592.409973144531	20.720832824707	-2.99583339691162	23.716667175293	0.473611116409302	14.2951393127441	14.3951387405396	0.207638815045357	1674	251	64	45.1060981750488	660	207	219	564
SKWD-24-1	7.03466653823853	7.51599979400635	31.8043327331543	603.317687988281	20.8759994506836	-2.75600004196167	23.6319999694824	0.438666641712189	14.5266666412354	14.5853328704834	0.127333343029022	1673	250	64	44.7089195251465	658	207	219	562
SKWD-24-3	7.03466653823853	7.51599979400635	31.8043327331543	603.317687988281	20.8759994506836	-2.75600004196167	23.6319999694824	0.438666641712189	14.5266666412354	14.5853328704834	0.127333343029022	1673	250	64	44.7089195251465	658	207	219	562
SKWD-24-4	7.03466653823853	7.51599979400635	31.8043327331543	603.317687988281	20.8759994506836	-2.75600004196167	23.6319999694824	0.438666641712189	14.5266666412354	14.5853328704834	0.127333343029022	1673	250	64	44.7089195251465	658	207	219	562
SKWD-24-5	7.03466653823853	7.51599979400635	31.8043327331543	603.317687988281	20.8759994506836	-2.75600004196167	23.6319999694824	0.438666641712189	14.5266666412354	14.5853328704834	0.127333343029022	1673	250	64	44.7089195251465	658	207	219	562
SKWE-24-1	6.61599969863892	8.02200031280518	33.4138603210449	595.458923339844	20.5559997558594	-3.45199990272522	24.007999420166	0.11666664481163	14.0086660385132	14.0759992599487	-0.178666666150093	1644	246	63	44.7198638916016	646	205	217	551
SKWE-24-2	6.61599969863892	8.02200031280518	33.4138603210449	595.458923339844	20.5559997558594	-3.45199990272522	24.007999420166	0.11666664481163	14.0086660385132	14.0759992599487	-0.178666666150093	1644	246	63	44.7198638916016	646	205	217	551
SKWE-24-3	6.61599969863892	8.02200031280518	33.4138603210449	595.458923339844	20.5559997558594	-3.45199990272522	24.007999420166	0.11666664481163	14.0086660385132	14.0759992599487	-0.178666666150093	1644	246	63	44.7198638916016	646	205	217	551
SKWE-24-4	6.61599969863892	8.02200031280518	33.4138603210449	595.458923339844	20.5559997558594	-3.45199990272522	24.007999420166	0.11666664481163	14.0086660385132	14.0759992599487	-0.178666666150093	1644	246	63	44.7198638916016	646	205	217	551
SKWE-24-5	6.61599969863892	8.02200031280518	33.4138603210449	595.458923339844	20.5559997558594	-3.45199990272522	24.007999420166	0.11666664481163	14.0086660385132	14.0759992599487	-0.178666666150093	1644	246	63	44.7198638916016	646	205	217	551
SKWF-24-3	6.61599969863892	8.02200031280518	33.4138603210449	595.458923339844	20.5559997558594	-3.45199990272522	24.007999420166	0.11666664481163	14.0086660385132	14.0759992599487	-0.178666666150093	1644	246	63	44.7198638916016	646	205	217	551
SKWF-24-4	6.61599969863892	8.02200031280518	33.4138603210449	595.458923339844	20.5559997558594	-3.45199990272522	24.007999420166	0.11666664481163	14.0086660385132	14.0759992599487	-0.178666666150093	1644	246	63	44.7198638916016	646	205	217	551
SKWF-24-5	6.61599969863892	8.02200031280518	33.4138603210449	595.458923339844	20.5559997558594	-3.45199990272522	24.007999420166	0.11666664481163	14.0086660385132	14.0759992599487	-0.178666666150093	1644	246	63	44.7198638916016	646	205	217	551
GLCA-26-1	5.25666666030884	8.15733337402344	30.3562564849854	661.237731933594	20.5440006256104	-6.32800006866455	26.8720016479492	-2.05933332443237	13.4146671295166	13.4146671295166	-2.63000011444092	1472	228	55	48.5803718566895	621	178	178	526
HARA-26-1	7.32299995422363	8.81133365631104	31.36598777771	694.594543457031	23.2600002288818	-4.83199977874756	28.0919990539551	-0.485333234071732	15.8366670608521	15.8366670608521	-1.12266659736633	1370	220	46	54.5029029846191	604	152	152	508
HARA-26-2	7.32299995422363	8.81133365631104	31.36598777771	694.594543457031	23.2600002288818	-4.83199977874756	28.0919990539551	-0.485333234071732	15.8366670608521	15.8366670608521	-1.12266659736633	1370	220	46	54.5029029846191	604	152	152	508
HARB-26-1	7.41166687011719	8.4913330078125	30.747875213623	687.739379882812	23.1119995117188	-4.50400018692017	27.6159992218018	-0.336666703224182	15.8280000686646	15.8280000686646	-0.958000063896179	1517	247	49	55.6985282897949	675	161	161	567
HARB-26-2	7.41166687011719	8.4913330078125	30.747875213623	687.739379882812	23.1119995117188	-4.50400018692017	27.6159992218018	-0.336666703224182	15.8280000686646	15.8280000686646	-0.958000063896179	1517	247	49	55.6985282897949	675	161	161	567
HARB-26-3	7.41166687011719	8.4913330078125	30.747875213623	687.739379882812	23.1119995117188	-4.50400018692017	27.6159992218018	-0.336666703224182	15.8280000686646	15.8280000686646	-0.958000063896179	1517	247	49	55.6985282897949	675	161	161	567
HARB-26-4	7.41166687011719	8.4913330078125	30.747875213623	687.739379882812	23.1119995117188	-4.50400018692017	27.6159992218018	-0.336666703224182	15.8280000686646	15.8280000686646	-0.958000063896179	1517	247	49	55.6985282897949	675	161	161	567
HARB-26-5	7.41166687011719	8.4913330078125	30.747875213623	687.739379882812	23.1119995117188	-4.50400018692017	27.6159992218018	-0.336666703224182	15.8280000686646	15.8280000686646	-0.958000063896179	1517	247	49	55.6985282897949	675	161	161	567
HARC-26-1	8.44883346557617	8.00766658782959	30.0949573516846	658.360412597656	23.6200008392334	-2.98799991607666	26.6080017089844	1.06133341789246	16.4326667785645	16.4326667785645	0.406666666269302	1757	277	55	53.0765914916992	761	184	184	650
HARC-26-2	8.44883346557617	8.00766658782959	30.0949573516846	658.360412597656	23.6200008392334	-2.98799991607666	26.6080017089844	1.06133341789246	16.4326667785645	16.4326667785645	0.406666666269302	1757	277	55	53.0765914916992	761	184	184	650
HARC-26-3	8.44883346557617	8.00766658782959	30.0949573516846	658.360412597656	23.6200008392334	-2.98799991607666	26.6080017089844	1.06133341789246	16.4326667785645	16.4326667785645	0.406666666269302	1757	277	55	53.0765914916992	761	184	184	650
HARC-26-4	8.44883346557617	8.00766658782959	30.0949573516846	658.360412597656	23.6200008392334	-2.98799991607666	26.6080017089844	1.06133341789246	16.4326667785645	16.4326667785645	0.406666666269302	1757	277	55	53.0765914916992	761	184	184	650
HARC-26-5	8.44883346557617	8.00766658782959	30.0949573516846	658.360412597656	23.6200008392334	-2.98799991607666	26.6080017089844	1.06133341789246	16.4326667785645	16.4326667785645	0.406666666269302	1757	277	55	53.0765914916992	761	184	184	650
LILA-26-1	5.54333353042603	9.90733337402344	33.0552978515625	740.02099609375	22.2080001831055	-7.76399993896484	29.9720001220703	-2.89199995994568	14.3600006103516	14.6153335571289	-3.40400004386902	1048	152	47	43.9892349243164	418	149	152	356
LILA-26-2	5.54333353042603	9.90733337402344	33.0552978515625	740.02099609375	22.2080001831055	-7.76399993896484	29.9720001220703	-2.89199995994568	14.3600006103516	14.6153335571289	-3.40400004386902	1048	152	47	43.9892349243164	418	149	152	356
LILA-26-3	5.54333353042603	9.90733337402344	33.0552978515625	740.02099609375	22.2080001831055	-7.76399993896484	29.9720001220703	-2.89199995994568	14.3600006103516	14.6153335571289	-3.40400004386902	1048	152	47	43.9892349243164	418	149	152	356
LILA-26-4	5.54333353042603	9.90733337402344	33.0552978515625	740.02099609375	22.2080001831055	-7.76399993896484	29.9720001220703	-2.89199995994568	14.3600006103516	14.6153335571289	-3.40400004386902	1048	152	47	43.9892349243164	418	149	152	356
LILA-26-5	5.54333353042603	9.90733337402344	33.0552978515625	740.02099609375	22.2080001831055	-7.76399993896484	29.9720001220703	-2.89199995994568	14.3600006103516	14.6153335571289	-3.40400004386902	1048	152	47	43.9892349243164	418	149	152	356
LILB-26-1	6.24816656112671	9.8169994354248	32.8503532409668	737.158264160156	22.8479995727539	-7.03599977493286	29.8839988708496	-2.20333337783813	15.2239999771118	15.2239999771118	-2.77866673469543	999	148	41	48.5662269592285	414	135	135	352
LILB-26-3	6.24816656112671	9.8169994354248	32.8503532409668	737.158264160156	22.8479995727539	-7.03599977493286	29.8839988708496	-2.20333337783813	15.2239999771118	15.2239999771118	-2.77866673469543	999	148	41	48.5662269592285	414	135	135	352
LILB-26-4	6.24816656112671	9.8169994354248	32.8503532409668	737.158264160156	22.8479995727539	-7.03599977493286	29.8839988708496	-2.20333337783813	15.2239999771118	15.2239999771118	-2.77866673469543	999	148	41	48.5662269592285	414	135	135	352
LILB-26-5	6.24816656112671	9.8169994354248	32.8503532409668	737.158264160156	22.8479995727539	-7.03599977493286	29.8839988708496	-2.20333337783813	15.2239999771118	15.2239999771118	-2.77866673469543	999	148	41	48.5662269592285	414	135	135	352
LILC-26-1	6.80916690826416	9.75433349609375	32.5535087585449	741.057556152344	23.5200004577637	-6.44399976730347	29.9640007019043	-1.65933334827423	15.8666667938232	15.8666667938232	-2.30666661262512	954	144	37	52.9677963256836	412	120	120	351
LILC-26-2	6.80916690826416	9.75433349609375	32.5535087585449	741.057556152344	23.5200004577637	-6.44399976730347	29.9640007019043	-1.65933334827423	15.8666667938232	15.8666667938232	-2.30666661262512	954	144	37	52.9677963256836	412	120	120	351
LILC-26-3	6.80916690826416	9.75433349609375	32.5535087585449	741.057556152344	23.5200004577637	-6.44399976730347	29.9640007019043	-1.65933334827423	15.8666667938232	15.8666667938232	-2.30666661262512	954	144	37	52.9677963256836	412	120	120	351
LILC-26-4	6.80916690826416	9.75433349609375	32.5535087585449	741.057556152344	23.5200004577637	-6.44399976730347	29.9640007019043	-1.65933334827423	15.8666667938232	15.8666667938232	-2.30666661262512	954	144	37	52.9677963256836	412	120	120	351
LILC-26-5	6.80916690826416	9.75433349609375	32.5535087585449	741.057556152344	23.5200004577637	-6.44399976730347	29.9640007019043	-1.65933334827423	15.8666667938232	15.8666667938232	-2.30666661262512	954	144	37	52.9677963256836	412	120	120	351
LILD-26-2	7.61716651916504	9.26433372497559	31.4087791442871	733.855590820312	24.1480007171631	-5.34800004959106	29.496000289917	-0.768000066280365	16.6266670227051	16.6266670227051	-1.41133332252502	1133	185	37	58.8215942382812	516	121	121	434
