Geno	Mean_Temp	Diurinal_Range	Isothermality	Temp_Seasonality	Max_Temp	Min_Temp	Temp_Range	Temp_Wettest_Quarter	Temp_Driest_Quarter	Temp_Warmest_Quarter	Temp_Coldest_Quarter	Precipitation	Precip._Wettest_Month	Precip._Driest_Month	Precip_Seasonality	Precip_Wettest_Quarter	Precip_Driest_Quarter	Precip_Warmest_Quarter	Precip_Coldest_Quarter	Full_class
BESC-878	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-879	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-88	10.7731666564941	10.7243337631226	43.7656440734863	512.614929199219	25.260000228881804	0.755999982357025	24.503999710082997	5.09200000762939	17.0446662902832	17.1906661987305	4.69799995422363	1396.0	219.0	26.0	59.355411529540994	636.0	116.0	123.0	583.0	Columbia
BESC-880	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-881	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-882	10.315166473388699	10.2216672897339	41.734714508056605	529.042175292969	24.9320011138916	0.439999997615814	24.492000579834	4.47333335876465	16.8953342437744	16.9086666107178	4.18866682052612	1668.0	232.0	48.0	46.612522125244105	688.0	184.0	194.0	612.0	nearNorth
BESC-883	10.315166473388699	10.2216672897339	41.734714508056605	529.042175292969	24.9320011138916	0.439999997615814	24.492000579834	4.47333335876465	16.8953342437744	16.9086666107178	4.18866682052612	1668.0	232.0	48.0	46.612522125244105	688.0	184.0	194.0	612.0	nearNorth
BESC-884	10.315166473388699	10.2216672897339	41.734714508056605	529.042175292969	24.9320011138916	0.439999997615814	24.492000579834	4.47333335876465	16.8953342437744	16.9086666107178	4.18866682052612	1668.0	232.0	48.0	46.612522125244105	688.0	184.0	194.0	612.0	nearNorth
BESC-885	10.315166473388699	10.2216672897339	41.734714508056605	529.042175292969	24.9320011138916	0.439999997615814	24.492000579834	4.47333335876465	16.8953342437744	16.9086666107178	4.18866682052612	1668.0	232.0	48.0	46.612522125244105	688.0	184.0	194.0	612.0	nearNorth
BESC-886	10.315166473388699	10.2216672897339	41.734714508056605	529.042175292969	24.9320011138916	0.439999997615814	24.492000579834	4.47333335876465	16.8953342437744	16.9086666107178	4.18866682052612	1668.0	232.0	48.0	46.612522125244105	688.0	184.0	194.0	612.0	nearNorth
BESC-887	10.315166473388699	10.2216672897339	41.734714508056605	529.042175292969	24.9320011138916	0.439999997615814	24.492000579834	4.47333335876465	16.8953342437744	16.9086666107178	4.18866682052612	1668.0	232.0	48.0	46.612522125244105	688.0	184.0	194.0	612.0	nearNorth
BESC-888	10.315166473388699	10.2216672897339	41.734714508056605	529.042175292969	24.9320011138916	0.439999997615814	24.492000579834	4.47333335876465	16.8953342437744	16.9086666107178	4.18866682052612	1668.0	232.0	48.0	46.612522125244105	688.0	184.0	194.0	612.0	nearNorth
BESC-889	10.315166473388699	10.2216672897339	41.734714508056605	529.042175292969	24.9320011138916	0.439999997615814	24.492000579834	4.47333335876465	16.8953342437744	16.9086666107178	4.18866682052612	1668.0	232.0	48.0	46.612522125244105	688.0	184.0	194.0	612.0	nearNorth
BESC-89	10.7731666564941	10.7243337631226	43.7656440734863	512.614929199219	25.260000228881804	0.755999982357025	24.503999710082997	5.09200000762939	17.0446662902832	17.1906661987305	4.69799995422363	1396.0	219.0	26.0	59.355411529540994	636.0	116.0	123.0	583.0	Columbia
BESC-890	10.315166473388699	10.2216672897339	41.734714508056605	529.042175292969	24.9320011138916	0.439999997615814	24.492000579834	4.47333335876465	16.8953342437744	16.9086666107178	4.18866682052612	1668.0	232.0	48.0	46.612522125244105	688.0	184.0	194.0	612.0	nearNorth
BESC-891	10.315166473388699	10.2216672897339	41.734714508056605	529.042175292969	24.9320011138916	0.439999997615814	24.492000579834	4.47333335876465	16.8953342437744	16.9086666107178	4.18866682052612	1668.0	232.0	48.0	46.612522125244105	688.0	184.0	194.0	612.0	nearNorth
BESC-892	10.315166473388699	10.2216672897339	41.734714508056605	529.042175292969	24.9320011138916	0.439999997615814	24.492000579834	4.47333335876465	16.8953342437744	16.9086666107178	4.18866682052612	1668.0	232.0	48.0	46.612522125244105	688.0	184.0	194.0	612.0	nearNorth
BESC-893	10.315166473388699	10.2216672897339	41.734714508056605	529.042175292969	24.9320011138916	0.439999997615814	24.492000579834	4.47333335876465	16.8953342437744	16.9086666107178	4.18866682052612	1668.0	232.0	48.0	46.612522125244105	688.0	184.0	194.0	612.0	nearNorth
BESC-894	10.315166473388699	10.2216672897339	41.734714508056605	529.042175292969	24.9320011138916	0.439999997615814	24.492000579834	4.47333335876465	16.8953342437744	16.9086666107178	4.18866682052612	1668.0	232.0	48.0	46.612522125244105	688.0	184.0	194.0	612.0	nearNorth
BESC-895	10.315166473388699	10.2216672897339	41.734714508056605	529.042175292969	24.9320011138916	0.439999997615814	24.492000579834	4.47333335876465	16.8953342437744	16.9086666107178	4.18866682052612	1668.0	232.0	48.0	46.612522125244105	688.0	184.0	194.0	612.0	nearNorth
BESC-896	10.315166473388699	10.2216672897339	41.734714508056605	529.042175292969	24.9320011138916	0.439999997615814	24.492000579834	4.47333335876465	16.8953342437744	16.9086666107178	4.18866682052612	1668.0	232.0	48.0	46.612522125244105	688.0	184.0	194.0	612.0	nearNorth
BESC-897	10.315166473388699	10.2216672897339	41.734714508056605	529.042175292969	24.9320011138916	0.439999997615814	24.492000579834	4.47333335876465	16.8953342437744	16.9086666107178	4.18866682052612	1668.0	232.0	48.0	46.612522125244105	688.0	184.0	194.0	612.0	nearNorth
BESC-898	10.315166473388699	10.2216672897339	41.734714508056605	529.042175292969	24.9320011138916	0.439999997615814	24.492000579834	4.47333335876465	16.8953342437744	16.9086666107178	4.18866682052612	1668.0	232.0	48.0	46.612522125244105	688.0	184.0	194.0	612.0	nearNorth
BESC-899	10.315166473388699	10.2216672897339	41.734714508056605	529.042175292969	24.9320011138916	0.439999997615814	24.492000579834	4.47333335876465	16.8953342437744	16.9086666107178	4.18866682052612	1668.0	232.0	48.0	46.612522125244105	688.0	184.0	194.0	612.0	nearNorth
BESC-9	10.4744997024536	10.500999450683599	44.36042785644529	487.302917480469	24.431999206543	0.7599999904632572	23.6719989776611	5.1486668586731	16.397333145141598	16.6573333740234	4.725333213806151	1545.0	241.0	28.0	60.3273391723633	708.0	125.0	136.0	651.0	Columbia
BESC-90	10.7731666564941	10.7243337631226	43.7656440734863	512.614929199219	25.260000228881804	0.755999982357025	24.503999710082997	5.09200000762939	17.0446662902832	17.1906661987305	4.69799995422363	1396.0	219.0	26.0	59.355411529540994	636.0	116.0	123.0	583.0	Columbia
BESC-900	10.315166473388699	10.2216672897339	41.734714508056605	529.042175292969	24.9320011138916	0.439999997615814	24.492000579834	4.47333335876465	16.8953342437744	16.9086666107178	4.18866682052612	1668.0	232.0	48.0	46.612522125244105	688.0	184.0	194.0	612.0	nearNorth
BESC-901	10.315166473388699	10.2216672897339	41.734714508056605	529.042175292969	24.9320011138916	0.439999997615814	24.492000579834	4.47333335876465	16.8953342437744	16.9086666107178	4.18866682052612	1668.0	232.0	48.0	46.612522125244105	688.0	184.0	194.0	612.0	nearNorth
BESC-902	10.315166473388699	10.2216672897339	41.734714508056605	529.042175292969	24.9320011138916	0.439999997615814	24.492000579834	4.47333335876465	16.8953342437744	16.9086666107178	4.18866682052612	1668.0	232.0	48.0	46.612522125244105	688.0	184.0	194.0	612.0	nearNorth
BESC-903	10.315166473388699	10.2216672897339	41.734714508056605	529.042175292969	24.9320011138916	0.439999997615814	24.492000579834	4.47333335876465	16.8953342437744	16.9086666107178	4.18866682052612	1668.0	232.0	48.0	46.612522125244105	688.0	184.0	194.0	612.0	nearNorth
BESC-904	10.315166473388699	10.2216672897339	41.734714508056605	529.042175292969	24.9320011138916	0.439999997615814	24.492000579834	4.47333335876465	16.8953342437744	16.9086666107178	4.18866682052612	1668.0	232.0	48.0	46.612522125244105	688.0	184.0	194.0	612.0	nearNorth
BESC-905	10.315166473388699	10.2216672897339	41.734714508056605	529.042175292969	24.9320011138916	0.439999997615814	24.492000579834	4.47333335876465	16.8953342437744	16.9086666107178	4.18866682052612	1668.0	232.0	48.0	46.612522125244105	688.0	184.0	194.0	612.0	nearNorth
BESC-906	10.315166473388699	10.2216672897339	41.734714508056605	529.042175292969	24.9320011138916	0.439999997615814	24.492000579834	4.47333335876465	16.8953342437744	16.9086666107178	4.18866682052612	1668.0	232.0	48.0	46.612522125244105	688.0	184.0	194.0	612.0	nearNorth
BESC-907	10.320500373840302	10.2049999237061	41.8306274414062	524.394104003906	24.7639999389648	0.368000000715256	24.395999908447298	4.51000022888184	16.8460006713867	16.8460006713867	4.2446665763855	1600.0	221.0	48.0	45.8431739807129	655.0	181.0	181.0	582.0	nearNorth
BESC-908	10.320500373840302	10.2049999237061	41.8306274414062	524.394104003906	24.7639999389648	0.368000000715256	24.395999908447298	4.51000022888184	16.8460006713867	16.8460006713867	4.2446665763855	1600.0	221.0	48.0	45.8431739807129	655.0	181.0	181.0	582.0	nearNorth
BESC-909	10.320500373840302	10.2049999237061	41.8306274414062	524.394104003906	24.7639999389648	0.368000000715256	24.395999908447298	4.51000022888184	16.8460006713867	16.8460006713867	4.2446665763855	1600.0	221.0	48.0	45.8431739807129	655.0	181.0	181.0	582.0	nearNorth
BESC-91	10.7731666564941	10.7243337631226	43.7656440734863	512.614929199219	25.260000228881804	0.755999982357025	24.503999710082997	5.09200000762939	17.0446662902832	17.1906661987305	4.69799995422363	1396.0	219.0	26.0	59.355411529540994	636.0	116.0	123.0	583.0	Columbia
BESC-910	10.320500373840302	10.2049999237061	41.8306274414062	524.394104003906	24.7639999389648	0.368000000715256	24.395999908447298	4.51000022888184	16.8460006713867	16.8460006713867	4.2446665763855	1600.0	221.0	48.0	45.8431739807129	655.0	181.0	181.0	582.0	nearNorth
BESC-911	10.320500373840302	10.2049999237061	41.8306274414062	524.394104003906	24.7639999389648	0.368000000715256	24.395999908447298	4.51000022888184	16.8460006713867	16.8460006713867	4.2446665763855	1600.0	221.0	48.0	45.8431739807129	655.0	181.0	181.0	582.0	nearNorth
BESC-92	10.7731666564941	10.7243337631226	43.7656440734863	512.614929199219	25.260000228881804	0.755999982357025	24.503999710082997	5.09200000762939	17.0446662902832	17.1906661987305	4.69799995422363	1396.0	219.0	26.0	59.355411529540994	636.0	116.0	123.0	583.0	Columbia
BESC-93	10.7731666564941	10.7243337631226	43.7656440734863	512.614929199219	25.260000228881804	0.755999982357025	24.503999710082997	5.09200000762939	17.0446662902832	17.1906661987305	4.69799995422363	1396.0	219.0	26.0	59.355411529540994	636.0	116.0	123.0	583.0	Columbia
BESC-94	10.7731666564941	10.7243337631226	43.7656440734863	512.614929199219	25.260000228881804	0.755999982357025	24.503999710082997	5.09200000762939	17.0446662902832	17.1906661987305	4.69799995422363	1396.0	219.0	26.0	59.355411529540994	636.0	116.0	123.0	583.0	Columbia
BESC-95	10.7731666564941	10.7243337631226	43.7656440734863	512.614929199219	25.260000228881804	0.755999982357025	24.503999710082997	5.09200000762939	17.0446662902832	17.1906661987305	4.69799995422363	1396.0	219.0	26.0	59.355411529540994	636.0	116.0	123.0	583.0	Columbia
BESC-96	10.7731666564941	10.7243337631226	43.7656440734863	512.614929199219	25.260000228881804	0.755999982357025	24.503999710082997	5.09200000762939	17.0446662902832	17.1906661987305	4.69799995422363	1396.0	219.0	26.0	59.355411529540994	636.0	116.0	123.0	583.0	Columbia
BESC-97	10.7731666564941	10.7243337631226	43.7656440734863	512.614929199219	25.260000228881804	0.755999982357025	24.503999710082997	5.09200000762939	17.0446662902832	17.1906661987305	4.69799995422363	1396.0	219.0	26.0	59.355411529540994	636.0	116.0	123.0	583.0	Columbia
BESC-98	10.7731666564941	10.7243337631226	43.7656440734863	512.614929199219	25.260000228881804	0.755999982357025	24.503999710082997	5.09200000762939	17.0446662902832	17.1906661987305	4.69799995422363	1396.0	219.0	26.0	59.355411529540994	636.0	116.0	123.0	583.0	Columbia
BESC-99	10.7731666564941	10.7243337631226	43.7656440734863	512.614929199219	25.260000228881804	0.755999982357025	24.503999710082997	5.09200000762939	17.0446662902832	17.1906661987305	4.69799995422363	1396.0	219.0	26.0	59.355411529540994	636.0	116.0	123.0	583.0	Columbia
BLCG-28-1	8.97749996185303	8.99633312225342	37.5661163330078	551.967102050781	22.7360000610352	-1.2120000123977699	23.9479999542236	3.1033332347869904	15.795999526977502	15.9246664047241	2.53266668319702	1523.0	251.0	38.0	61.353668212890604	703.0	135.0	139.0	612.0	farNorth
BLCG-28-3	8.97749996185303	8.99633312225342	37.5661163330078	551.967102050781	22.7360000610352	-1.2120000123977699	23.9479999542236	3.1033332347869904	15.795999526977502	15.9246664047241	2.53266668319702	1523.0	251.0	38.0	61.353668212890604	703.0	135.0	139.0	612.0	farNorth
CA-01-01	4.00066661834717	13.0	41.4118232727051	668.889404296875	22.496000289917003	-8.89599990844727	31.3920001983643	-3.12933349609375	12.2853336334229	13.037333488464402	-3.12933349609375	967.0	171.0	13.0	72.5919570922852	463.0	56.0	59.0	463.0	farSouth
CA-01-02	4.00066661834717	13.0	41.4118232727051	668.889404296875	22.496000289917003	-8.89599990844727	31.3920001983643	-3.12933349609375	12.2853336334229	13.037333488464402	-3.12933349609375	967.0	171.0	13.0	72.5919570922852	463.0	56.0	59.0	463.0	farSouth
CA-01-03	4.00066661834717	13.0	41.4118232727051	668.889404296875	22.496000289917003	-8.89599990844727	31.3920001983643	-3.12933349609375	12.2853336334229	13.037333488464402	-3.12933349609375	967.0	171.0	13.0	72.5919570922852	463.0	56.0	59.0	463.0	farSouth
CA-01-04	4.00066661834717	13.0	41.4118232727051	668.889404296875	22.496000289917003	-8.89599990844727	31.3920001983643	-3.12933349609375	12.2853336334229	13.037333488464402	-3.12933349609375	967.0	171.0	13.0	72.5919570922852	463.0	56.0	59.0	463.0	farSouth
CA-01-05	4.00066661834717	13.0	41.4118232727051	668.889404296875	22.496000289917003	-8.89599990844727	31.3920001983643	-3.12933349609375	12.2853336334229	13.037333488464402	-3.12933349609375	967.0	171.0	13.0	72.5919570922852	463.0	56.0	59.0	463.0	farSouth
CA-02-01	6.62349987030029	14.1563329696655	45.078121185302706	638.999450683594	25.07200050354	-6.3319997787475595	31.4039993286133	-0.565333306789398	14.694000244140598	14.838000297546401	-0.565333306789398	839.0	160.0	9.0	78.7790451049805	426.0	41.0	44.0	426.0	
CA-02-02	6.62349987030029	14.1563329696655	45.078121185302706	638.999450683594	25.07200050354	-6.3319997787475595	31.4039993286133	-0.565333306789398	14.694000244140598	14.838000297546401	-0.565333306789398	839.0	160.0	9.0	78.7790451049805	426.0	41.0	44.0	426.0	
CA-02-03	6.62349987030029	14.1563329696655	45.078121185302706	638.999450683594	25.07200050354	-6.3319997787475595	31.4039993286133	-0.565333306789398	14.694000244140598	14.838000297546401	-0.565333306789398	839.0	160.0	9.0	78.7790451049805	426.0	41.0	44.0	426.0	farSouth
CA-02-04	6.62349987030029	14.1563329696655	45.078121185302706	638.999450683594	25.07200050354	-6.3319997787475595	31.4039993286133	-0.565333306789398	14.694000244140598	14.838000297546401	-0.565333306789398	839.0	160.0	9.0	78.7790451049805	426.0	41.0	44.0	426.0	farSouth
CA-03-01	5.28833341598511	14.2679996490479	42.611396789550795	699.839233398438	24.864000320434602	-8.61999988555908	33.484001159668004	-2.59066677093506	14.0066661834717	14.440666198730499	-2.59066677093506	962.0	174.0	10.0	74.9413223266602	467.0	49.0	51.0	467.0	
CA-04-01	5.718999862670901	14.578000068664599	44.256221771240206	675.0499267578119	25.104000091552702	-7.83599996566772	32.939998626709	-1.7599999904632602	14.1026668548584	14.579333305358901	-1.7599999904632602	1142.0	206.0	10.0	76.1198043823242	551.0	50.0	53.0	551.0	farSouth
CA-04-02	5.718999862670901	14.578000068664599	44.256221771240206	675.0499267578119	25.104000091552702	-7.83599996566772	32.939998626709	-1.7599999904632602	14.1026668548584	14.579333305358901	-1.7599999904632602	1142.0	206.0	10.0	76.1198043823242	551.0	50.0	53.0	551.0	
CA-04-03	5.718999862670901	14.578000068664599	44.256221771240206	675.0499267578119	25.104000091552702	-7.83599996566772	32.939998626709	-1.7599999904632602	14.1026668548584	14.579333305358901	-1.7599999904632602	1142.0	206.0	10.0	76.1198043823242	551.0	50.0	53.0	551.0	farSouth
CA-04-04	5.718999862670901	14.578000068664599	44.256221771240206	675.0499267578119	25.104000091552702	-7.83599996566772	32.939998626709	-1.7599999904632602	14.1026668548584	14.579333305358901	-1.7599999904632602	1142.0	206.0	10.0	76.1198043823242	551.0	50.0	53.0	551.0	farSouth
CA-04-05	5.718999862670901	14.578000068664599	44.256221771240206	675.0499267578119	25.104000091552702	-7.83599996566772	32.939998626709	-1.7599999904632602	14.1026668548584	14.579333305358901	-1.7599999904632602	1142.0	206.0	10.0	76.1198043823242	551.0	50.0	53.0	551.0	
CA-05-01	6.7611665725708	14.720333099365199	44.9009666442871	666.7049560546881	26.1200008392334	-6.66400003433228	32.7840003967285	-0.0393334217369556	14.9986667633057	15.489333152771001	-0.6000000834465029	1353.0	246.0	9.0	78.4843978881836	663.0	48.0	53.0	657.0	farSouth
CA-05-02	6.7611665725708	14.720333099365199	44.9009666442871	666.7049560546881	26.1200008392334	-6.66400003433228	32.7840003967285	-0.0393334217369556	14.9986667633057	15.489333152771001	-0.6000000834465029	1353.0	246.0	9.0	78.4843978881836	663.0	48.0	53.0	657.0	farSouth
CA-05-03	6.7611665725708	14.720333099365199	44.9009666442871	666.7049560546881	26.1200008392334	-6.66400003433228	32.7840003967285	-0.0393334217369556	14.9986667633057	15.489333152771001	-0.6000000834465029	1353.0	246.0	9.0	78.4843978881836	663.0	48.0	53.0	657.0	farSouth
CA-05-04	6.7611665725708	14.720333099365199	44.9009666442871	666.7049560546881	26.1200008392334	-6.66400003433228	32.7840003967285	-0.0393334217369556	14.9986667633057	15.489333152771001	-0.6000000834465029	1353.0	246.0	9.0	78.4843978881836	663.0	48.0	53.0	657.0	
CA-05-05	6.7611665725708	14.720333099365199	44.9009666442871	666.7049560546881	26.1200008392334	-6.66400003433228	32.7840003967285	-0.0393334217369556	14.9986667633057	15.489333152771001	-0.6000000834465029	1353.0	246.0	9.0	78.4843978881836	663.0	48.0	53.0	657.0	
CA-05-06	6.7611665725708	14.720333099365199	44.9009666442871	666.7049560546881	26.1200008392334	-6.66400003433228	32.7840003967285	-0.0393334217369556	14.9986667633057	15.489333152771001	-0.6000000834465029	1353.0	246.0	9.0	78.4843978881836	663.0	48.0	53.0	657.0	
CA-05-07	6.7611665725708	14.720333099365199	44.9009666442871	666.7049560546881	26.1200008392334	-6.66400003433228	32.7840003967285	-0.0393334217369556	14.9986667633057	15.489333152771001	-0.6000000834465029	1353.0	246.0	9.0	78.4843978881836	663.0	48.0	53.0	657.0	
CHWH-27-1	6.06599998474121	9.14799976348877	33.8614158630371	631.646057128906	21.6599998474121	-5.35599994659424	27.015998840332	-0.855999946594238	13.7966661453247	13.936666488647498	-1.36666667461395	1519.0	244.0	51.0	51.1134033203125	656.0	178.0	179.0	556.0	farNorth
CHWH-27-2	6.06599998474121	9.14799976348877	33.8614158630371	631.646057128906	21.6599998474121	-5.35599994659424	27.015998840332	-0.855999946594238	13.7966661453247	13.936666488647498	-1.36666667461395	1519.0	244.0	51.0	51.1134033203125	656.0	178.0	179.0	556.0	farNorth
CHWH-27-3	6.06599998474121	9.14799976348877	33.8614158630371	631.646057128906	21.6599998474121	-5.35599994659424	27.015998840332	-0.855999946594238	13.7966661453247	13.936666488647498	-1.36666667461395	1519.0	244.0	51.0	51.1134033203125	656.0	178.0	179.0	556.0	farNorth
CHWH-27-4	6.06599998474121	9.14799976348877	33.8614158630371	631.646057128906	21.6599998474121	-5.35599994659424	27.015998840332	-0.855999946594238	13.7966661453247	13.936666488647498	-1.36666667461395	1519.0	244.0	51.0	51.1134033203125	656.0	178.0	179.0	556.0	farNorth
CHWH-27-5	6.06599998474121	9.14799976348877	33.8614158630371	631.646057128906	21.6599998474121	-5.35599994659424	27.015998840332	-0.855999946594238	13.7966661453247	13.936666488647498	-1.36666667461395	1519.0	244.0	51.0	51.1134033203125	656.0	178.0	179.0	556.0	farNorth
CHWI-27-4	7.32049989700317	8.78166675567627	33.677200317382805	613.7205810546881	22.3840007781982	-3.69199991226196	26.076000213623	0.5593333244323729	14.9280004501343	14.9280004501343	0.0539999790489674	1621.0	260.0	54.0	50.1463508605957	688.0	189.0	189.0	580.0	farNorth
CHWJ-27-1	6.772333145141599	8.46000003814697	33.1660652160645	605.2301025390619	21.5319995880127	-3.9760000705719	25.507999420166	0.140666648745537	14.309333801269501	14.309333801269501	-0.36600002646446206	1622.0	257.0	55.0	49.4105758666992	687.0	190.0	190.0	582.0	farNorth
CHWJ-27-2	6.772333145141599	8.46000003814697	33.1660652160645	605.2301025390619	21.5319995880127	-3.9760000705719	25.507999420166	0.140666648745537	14.309333801269501	14.309333801269501	-0.36600002646446206	1622.0	257.0	55.0	49.4105758666992	687.0	190.0	190.0	582.0	farNorth
CHWK-27-2	6.772333145141599	8.46000003814697	33.1660652160645	605.2301025390619	21.5319995880127	-3.9760000705719	25.507999420166	0.140666648745537	14.309333801269501	14.309333801269501	-0.36600002646446206	1622.0	257.0	55.0	49.4105758666992	687.0	190.0	190.0	582.0	farNorth
CHWK-27-3	6.772333145141599	8.46000003814697	33.1660652160645	605.2301025390619	21.5319995880127	-3.9760000705719	25.507999420166	0.140666648745537	14.309333801269501	14.309333801269501	-0.36600002646446206	1622.0	257.0	55.0	49.4105758666992	687.0	190.0	190.0	582.0	farNorth
CHWK-27-4	6.772333145141599	8.46000003814697	33.1660652160645	605.2301025390619	21.5319995880127	-3.9760000705719	25.507999420166	0.140666648745537	14.309333801269501	14.309333801269501	-0.36600002646446206	1622.0	257.0	55.0	49.4105758666992	687.0	190.0	190.0	582.0	farNorth
CMBF-28-1	9.29616641998291	8.829000473022461	38.3669395446777	521.591552734375	22.4680004119873	-0.5440000295639039	23.0120010375977	3.7779998779296897	15.7266664505005	15.8839998245239	3.24866652488708	1478.0	240.0	39.0	60.8600959777832	683.0	137.0	140.0	592.0	farNorth
CMBF-28-2	9.29616641998291	8.829000473022461	38.3669395446777	521.591552734375	22.4680004119873	-0.5440000295639039	23.0120010375977	3.7779998779296897	15.7266664505005	15.8839998245239	3.24866652488708	1478.0	240.0	39.0	60.8600959777832	683.0	137.0	140.0	592.0	farNorth
CMBF-28-3	9.29616641998291	8.829000473022461	38.3669395446777	521.591552734375	22.4680004119873	-0.5440000295639039	23.0120010375977	3.7779998779296897	15.7266664505005	15.8839998245239	3.24866652488708	1478.0	240.0	39.0	60.8600959777832	683.0	137.0	140.0	592.0	farNorth
CMBF-28-4	9.29616641998291	8.829000473022461	38.3669395446777	521.591552734375	22.4680004119873	-0.5440000295639039	23.0120010375977	3.7779998779296897	15.7266664505005	15.8839998245239	3.24866652488708	1478.0	240.0	39.0	60.8600959777832	683.0	137.0	140.0	592.0	farNorth
CMBF-28-5	9.29616641998291	8.829000473022461	38.3669395446777	521.591552734375	22.4680004119873	-0.5440000295639039	23.0120010375977	3.7779998779296897	15.7266664505005	15.8839998245239	3.24866652488708	1478.0	240.0	39.0	60.8600959777832	683.0	137.0	140.0	592.0	farNorth
CNYH-28-2	9.24416637420654	8.73233318328857	36.882637023925795	551.4033203125	22.996000289917003	-0.680000007152557	23.676000595092802	3.39400005340576	16.0580005645752	16.2080001831055	2.8186664581298797	1489.0	248.0	34.0	62.88957214355471	697.0	128.0	129.0	609.0	farNorth
CNYH-28-3	9.24416637420654	8.73233318328857	36.882637023925795	551.4033203125	22.996000289917003	-0.680000007152557	23.676000595092802	3.39400005340576	16.0580005645752	16.2080001831055	2.8186664581298797	1489.0	248.0	34.0	62.88957214355471	697.0	128.0	129.0	609.0	farNorth
CNYH-28-4	9.24416637420654	8.73233318328857	36.882637023925795	551.4033203125	22.996000289917003	-0.680000007152557	23.676000595092802	3.39400005340576	16.0580005645752	16.2080001831055	2.8186664581298797	1489.0	248.0	34.0	62.88957214355471	697.0	128.0	129.0	609.0	farNorth
CNYH-28-5	9.24416637420654	8.73233318328857	36.882637023925795	551.4033203125	22.996000289917003	-0.680000007152557	23.676000595092802	3.39400005340576	16.0580005645752	16.2080001831055	2.8186664581298797	1489.0	248.0	34.0	62.88957214355471	697.0	128.0	129.0	609.0	farNorth
DENA-17-1	3.9993333816528303	9.75333309173584	34.102565765380895	693.9760131835941	19.503999710083	-9.0959997177124	28.599998474121104	-0.46466666460037204	10.4726667404175	12.5426664352417	-4.41733312606812	1214.0	174.0	52.0	45.8996505737305	491.0	170.0	170.0	405.0	farNorth
DENA-17-2	3.9993333816528303	9.75333309173584	34.102565765380895	693.9760131835941	19.503999710083	-9.0959997177124	28.599998474121104	-0.46466666460037204	10.4726667404175	12.5426664352417	-4.41733312606812	1214.0	174.0	52.0	45.8996505737305	491.0	170.0	170.0	405.0	farNorth
DENA-17-3	3.9993333816528303	9.75333309173584	34.102565765380895	693.9760131835941	19.503999710083	-9.0959997177124	28.599998474121104	-0.46466666460037204	10.4726667404175	12.5426664352417	-4.41733312606812	1214.0	174.0	52.0	45.8996505737305	491.0	170.0	170.0	405.0	farNorth
DENA-17-4	3.9993333816528303	9.75333309173584	34.102565765380895	693.9760131835941	19.503999710083	-9.0959997177124	28.599998474121104	-0.46466666460037204	10.4726667404175	12.5426664352417	-4.41733312606812	1214.0	174.0	52.0	45.8996505737305	491.0	170.0	170.0	405.0	farNorth
DENB-17-1	4.29883337020874	9.381667137146	33.3203125	692.4441528320309	19.6240005493164	-8.5319995880127	28.1560001373291	-0.15533331036567702	12.829333305358901	12.829333305358901	-4.10866641998291	1308.0	184.0	53.0	46.0473747253418	528.0	176.0	176.0	438.0	farNorth
DENB-17-2	4.29883337020874	9.381667137146	33.3203125	692.4441528320309	19.6240005493164	-8.5319995880127	28.1560001373291	-0.15533331036567702	12.829333305358901	12.829333305358901	-4.10866641998291	1308.0	184.0	53.0	46.0473747253418	528.0	176.0	176.0	438.0	farNorth
DENB-17-3	4.29883337020874	9.381667137146	33.3203125	692.4441528320309	19.6240005493164	-8.5319995880127	28.1560001373291	-0.15533331036567702	12.829333305358901	12.829333305358901	-4.10866641998291	1308.0	184.0	53.0	46.0473747253418	528.0	176.0	176.0	438.0	farNorth
DENB-17-4	4.29883337020874	9.381667137146	33.3203125	692.4441528320309	19.6240005493164	-8.5319995880127	28.1560001373291	-0.15533331036567702	12.829333305358901	12.829333305358901	-4.10866641998291	1308.0	184.0	53.0	46.0473747253418	528.0	176.0	176.0	438.0	farNorth
DENB-17-5	4.29883337020874	9.381667137146	33.3203125	692.4441528320309	19.6240005493164	-8.5319995880127	28.1560001373291	-0.15533331036567702	12.829333305358901	12.829333305358901	-4.10866641998291	1308.0	184.0	53.0	46.0473747253418	528.0	176.0	176.0	438.0	farNorth
