SRA_key	Sample_ID
SRR1762305	SKWD-24-3
SRR1762305	SKWD-24-3
SRR1762306	SKWE-24-1
SRR1762306	SKWE-24-1
SRR1762307	BESC-81
SRR1762307	BESC-81
SRR1762323	WELC-27-1
SRR1762323	WELC-27-1
SRR1762324	WELC-27-5
SRR1762324	WELC-27-5
SRR1762350	WHTE-28-1
SRR1762350	WHTE-28-1
SRR1762351	WHTE-28-2
SRR1762351	WHTE-28-2
SRR1762384	YALE-27-3
SRR1762384	YALE-27-3
SRR1762385	BESC-859
SRR1762385	BESC-859
SRR1762386	BESC-859
SRR1762386	BESC-859
SRR1762387	BESC-829
SRR1762387	BESC-829
SRR1762388	BESC-445
SRR1762388	BESC-445
SRR1762392	CHWK-27-3
SRR1762392	CHWK-27-3
SRR1762393	NISQUALLY-1
SRR1762393	NISQUALLY-1
SRR1762394	NISQUALLY-1
SRR1762394	NISQUALLY-1
SRR1762395	NISQUALLY-1
SRR1762395	NISQUALLY-1
SRR1762396	NISQUALLY-1
SRR1762396	NISQUALLY-1
SRR1762397	NISQUALLY-1
SRR1762397	NISQUALLY-1
SRR1762400	NISQUALLY-1
SRR1762400	NISQUALLY-1
SRR1762401	NISQUALLY-1
SRR1762401	NISQUALLY-1
SRR1762403	NISQUALLY-1
SRR1762403	NISQUALLY-1
SRR1762405	NISQUALLY-1
SRR1762405	NISQUALLY-1
SRR1762406	NISQUALLY-1
SRR1762406	NISQUALLY-1
SRR1762407	NISQUALLY-1
SRR1762407	NISQUALLY-1
SRR1762408	NISQUALLY-1
SRR1762408	NISQUALLY-1
SRR1762440	BESC-836
SRR1762440	BESC-836
SRR1762441	BESC-13
SRR1762441	BESC-13
SRR1762442	BESC-13
SRR1762442	BESC-13
SRR1762443	BESC-22
SRR1762443	BESC-22
SRR1762444	BESC-22
SRR1762444	BESC-22
SRR1762445	BESC-22
SRR1762445	BESC-22
SRR1762446	BESC-24
SRR1762446	BESC-24
SRR1762447	BESC-24
SRR1762447	BESC-24
SRR1762448	BESC-30
SRR1762448	BESC-30
SRR1762449	BESC-34
SRR1762449	BESC-34
SRR1762450	BESC-37
SRR1762450	BESC-37
SRR1762451	BESC-43
SRR1762451	BESC-43
SRR1762452	BESC-43
SRR1762452	BESC-43
SRR1762453	BESC-43
SRR1762453	BESC-43
SRR1762454	BESC-53
SRR1762454	BESC-53
SRR1762455	BESC-53
SRR1762455	BESC-53
SRR1762456	BESC-55
SRR1762456	BESC-55
SRR1762457	BESC-74
SRR1762457	BESC-74
SRR1762458	BESC-75
SRR1762458	BESC-75
SRR1762459	BESC-75
SRR1762459	BESC-75
SRR1762460	BESC-90
SRR1762460	BESC-90
SRR1762461	BESC-90
SRR1762461	BESC-90
SRR1762462	BESC-94
SRR1762462	BESC-94
SRR1762463	BESC-95
SRR1762463	BESC-95
SRR1762464	BESC-96
SRR1762464	BESC-96
SRR1762465	BESC-97
SRR1762465	BESC-97
SRR1762466	BESC-98
SRR1762466	BESC-98
SRR1762467	BESC-98
SRR1762467	BESC-98
SRR1762468	BESC-100
SRR1762468	BESC-100
SRR1762469	BESC-100
SRR1762469	BESC-100
SRR1762470	BESC-100
SRR1762470	BESC-100
SRR1762471	BESC-111
SRR1762471	BESC-111
SRR1762472	BESC-111
SRR1762472	BESC-111
SRR1762473	BESC-120
SRR1762473	BESC-120
SRR1762474	BESC-124
SRR1762474	BESC-124
SRR1762475	BESC-124
SRR1762475	BESC-124
SRR1762476	BESC-124
SRR1762476	BESC-124
SRR1762477	BESC-130
SRR1762477	BESC-130
SRR1762478	BESC-130
SRR1762478	BESC-130
SRR1762479	BESC-134
SRR1762479	BESC-134
SRR1762480	BESC-134
SRR1762480	BESC-134
SRR1762481	BESC-138
SRR1762481	BESC-138
SRR1762482	BESC-139
SRR1762482	BESC-139
SRR1762483	BESC-145
SRR1762483	BESC-145
SRR1762484	BESC-147
SRR1762484	BESC-147
SRR1762485	BESC-147
SRR1762485	BESC-147
SRR1762486	BESC-169
SRR1762486	BESC-169
SRR1762487	BESC-169
SRR1762487	BESC-169
SRR1762488	BESC-173
SRR1762488	BESC-173
SRR1762489	BESC-173
SRR1762489	BESC-173
SRR1762490	BESC-184
SRR1762490	BESC-184
SRR1762491	BESC-190
SRR1762491	BESC-190
SRR1762492	BESC-195
SRR1762492	BESC-195
SRR1762493	BESC-199
SRR1762493	BESC-199
SRR1762494	BESC-201
SRR1762494	BESC-201
SRR1762495	BESC-201
SRR1762495	BESC-201
SRR1762496	BESC-210
SRR1762496	BESC-210
SRR1762497	BESC-210
SRR1762497	BESC-210
SRR1762498	BESC-225
SRR1762498	BESC-225
SRR1762527	BESC-230
SRR1762527	BESC-230
SRR1762559	BESC-231
SRR1762559	BESC-231
SRR1762560	BESC-234
SRR1762560	BESC-234
SRR1762561	BESC-234
SRR1762561	BESC-234
SRR1762562	BESC-234
SRR1762562	BESC-234
SRR1762563	BESC-240
SRR1762563	BESC-240
SRR1762564	BESC-240
SRR1762564	BESC-240
SRR1762565	BESC-242
SRR1762565	BESC-242
SRR1762566	BESC-242
SRR1762566	BESC-242
SRR1762568	BESC-250
SRR1762568	BESC-250
SRR1762569	BESC-459
SRR1762569	BESC-459
SRR1762570	BESC-255
SRR1762570	BESC-255
SRR1762571	BESC-259
SRR1762571	BESC-259
SRR1762572	BESC-260
SRR1762572	BESC-260
SRR1762573	BESC-260
SRR1762573	BESC-260
SRR1762574	BESC-271
SRR1762574	BESC-271
SRR1762575	BESC-282
SRR1762575	BESC-282
SRR1762576	BESC-286
SRR1762576	BESC-286
SRR1762577	BESC-289
SRR1762577	BESC-289
SRR1762578	BESC-289
SRR1762578	BESC-289
SRR1762579	BESC-300
SRR1762579	BESC-300
SRR1762580	BESC-300
SRR1762580	BESC-300
SRR1762582	BESC-315
SRR1762582	BESC-315
SRR1762583	BESC-324
SRR1762583	BESC-324
SRR1762585	BESC-320
SRR1762585	BESC-320
SRR1762586	BESC-325
SRR1762586	BESC-325
SRR1762587	BESC-325
SRR1762587	BESC-325
SRR1762588	BESC-331
SRR1762588	BESC-331
SRR1762589	BESC-331
SRR1762589	BESC-331
SRR1762590	BESC-334
SRR1762590	BESC-334
SRR1762591	BESC-334
SRR1762591	BESC-334
SRR1762592	BESC-335
SRR1762592	BESC-335
SRR1762593	BESC-337
SRR1762593	BESC-337
SRR1762594	BESC-347
SRR1762594	BESC-347
SRR1762595	BESC-348
SRR1762595	BESC-348
SRR1762597	BESC-350
SRR1762597	BESC-350
SRR1762598	BESC-350
SRR1762598	BESC-350
SRR1762599	BESC-354
SRR1762599	BESC-354
SRR1762600	BESC-354
SRR1762600	BESC-354
SRR1762601	BESC-354
SRR1762601	BESC-354
SRR1762603	BESC-368
SRR1762603	BESC-368
SRR1762604	BESC-368
SRR1762604	BESC-368
SRR1762605	BESC-369
SRR1762605	BESC-369
SRR1762606	BESC-369
SRR1762606	BESC-369
SRR1762607	BESC-382
SRR1762607	BESC-382
SRR1762608	BESC-387
SRR1762608	BESC-387
SRR1762609	BESC-388
SRR1762609	BESC-388
SRR1762610	BESC-390
SRR1762610	BESC-390
SRR1762611	BESC-395
SRR1762611	BESC-395
SRR1762612	BESC-397
SRR1762612	BESC-397
SRR1762613	BESC-399
SRR1762613	BESC-399
SRR1762614	BESC-401
SRR1762614	BESC-401
SRR1762615	BESC-404
SRR1762615	BESC-404
SRR1762616	BESC-409
SRR1762616	BESC-409
SRR1762617	BESC-426
SRR1762617	BESC-426
SRR1762618	BESC-428
SRR1762618	BESC-428
SRR1762619	BESC-431
SRR1762619	BESC-431
SRR1762620	BESC-432
SRR1762620	BESC-432
SRR1762621	BESC-73
SRR1762621	BESC-73
SRR1762622	BESC-80
SRR1762622	BESC-80
SRR1762623	BESC-446
SRR1762623	BESC-446
SRR1762628	BESC-102
SRR1762628	BESC-102
SRR1762631	BESC-227
SRR1762631	BESC-227
SRR1762632	BESC-412
SRR1762632	BESC-412
SRR1762633	BESC-267
SRR1762633	BESC-267
SRR1762634	BESC-267
SRR1762634	BESC-267
SRR1762635	BESC-275
SRR1762635	BESC-275
SRR1762636	BESC-275
SRR1762636	BESC-275
SRR1762637	BESC-280
SRR1762637	BESC-280
SRR1762638	BESC-291
SRR1762638	BESC-291
SRR1762639	BESC-389
SRR1762639	BESC-389
SRR1762640	BESC-389
SRR1762640	BESC-389
SRR1762641	BESC-851
SRR1762641	BESC-851
SRR1762642	BESC-851
SRR1762642	BESC-851
SRR1762643	BESC-415
SRR1762643	BESC-415
SRR1762644	BESC-419
SRR1762644	BESC-419
SRR1762645	BESC-419
SRR1762645	BESC-419
SRR1762646	BESC-429
SRR1762646	BESC-429
SRR1762647	BESC-430
SRR1762647	BESC-430
SRR1762648	BESC-440
SRR1762648	BESC-440
SRR1762649	BESC-452
SRR1762649	BESC-452
SRR1762650	BESC-453
SRR1762650	BESC-453
SRR1762651	BESC-453
SRR1762651	BESC-453
SRR1762652	BESC-5
SRR1762652	BESC-5
SRR1762653	BESC-454
SRR1762653	BESC-454
SRR1762654	BESC-454
SRR1762654	BESC-454
SRR1762716	BESC-802
SRR1762716	BESC-802
SRR1762717	BESC-812
SRR1762717	BESC-812
SRR1762718	BESC-822
SRR1762718	BESC-822
SRR1762719	BESC-822
SRR1762719	BESC-822
SRR1762720	BESC-832
SRR1762720	BESC-832
SRR1762721	BESC-832
SRR1762721	BESC-832
SRR1762723	BESC-849
SRR1762723	BESC-849
SRR1762724	BESC-861
SRR1762724	BESC-861
SRR1762725	BESC-888
SRR1762725	BESC-888
SRR1762727	BESC-900
SRR1762727	BESC-900
SRR1762729	BESC-901
SRR1762729	BESC-901
SRR1762732	BESC-902
SRR1762732	BESC-902
SRR1762733	BESC-903
SRR1762733	BESC-903
SRR1762734	BESC-903
SRR1762734	BESC-903
SRR1762735	BESC-904
SRR1762735	BESC-904
SRR1762736	BESC-905
SRR1762736	BESC-905
SRR1762737	BESC-906
SRR1762737	BESC-906
SRR1762740	BESC-908
SRR1762740	BESC-908
SRR1762741	BESC-908
SRR1762741	BESC-908
SRR1762743	BESC-249
SRR1762743	BESC-249
SRR1762744	BESC-301
SRR1762744	BESC-301
SRR1762745	BESC-301
SRR1762745	BESC-301
SRR1762746	BESC-866
SRR1762746	BESC-866
SRR1762747	BESC-866
SRR1762747	BESC-866
SRR1762748	VNDL-27-4
SRR1762748	VNDL-27-4
SRR1762750	VNDL-27-4
SRR1762750	VNDL-27-4
SRR1762754	BESC-880
SRR1762754	BESC-880
SRR1762755	BESC-880
SRR1762755	BESC-880
SRR1762756	BESC-857
SRR1762756	BESC-857
SRR1762757	BESC-857
SRR1762757	BESC-857
SRR1762758	BESC-886
SRR1762758	BESC-886
SRR1762764	BESC-834
SRR1762764	BESC-834
SRR1762765	BESC-891
SRR1762765	BESC-891
SRR1762766	BESC-893
SRR1762766	BESC-893
SRR1762767	BESC-893
SRR1762767	BESC-893
SRR1762768	BESC-894
SRR1762768	BESC-894
SRR1762769	BESC-894
SRR1762769	BESC-894
SRR1762770	BESC-810
SRR1762770	BESC-810
SRR1762771	BESC-810
SRR1762771	BESC-810
SRR1762772	BESC-895
SRR1762772	BESC-895
SRR1762773	BESC-895
SRR1762773	BESC-895
SRR1762774	BESC-897
SRR1762774	BESC-897
SRR1762775	BESC-897
SRR1762775	BESC-897
SRR1762831	OSU-313
SRR1762831	OSU-313
SRR1762832	OSU-313
SRR1762832	OSU-313
SRR1762833	OSU-313
SRR1762833	OSU-313
SRR1762834	OSU-313
SRR1762834	OSU-313
SRR1762835	OSU-313
SRR1762835	OSU-313
SRR1762836	OSU-313
SRR1762836	OSU-313
SRR1762838	CA-05-06
SRR1762838	CA-05-06
SRR1762839	CA-05-06
SRR1762839	CA-05-06
SRR1762840	CA-05-06
SRR1762840	CA-05-06
SRR1762841	CA-05-06
SRR1762841	CA-05-06
SRR1762843	BESC-460
SRR1762843	BESC-460
SRR1762844	BESC-460
SRR1762844	BESC-460
SRR1762846	BESC-460
SRR1762846	BESC-460
SRR1762847	BESC-460
SRR1762847	BESC-460
SRR1762848	BESC-460
SRR1762848	BESC-460
SRR1767594	SQMC-25-4
SRR1767594	SQMC-25-4
SRR1767595	BESC-2
SRR1767595	BESC-2
SRR1767596	BESC-136
SRR1767596	BESC-136
SRR1767597	BESC-323
SRR1767597	BESC-323
SRR1767599	BESC-818
SRR1767599	BESC-818
SRR1767600	HOPF-27-1
SRR1767600	HOPF-27-1
SRR1767601	SLMB-28-1
SRR1767601	SLMB-28-1
SRR1767602	BESC-19
SRR1767602	BESC-19
SRR1767603	BESC-137
SRR1767603	BESC-137
SRR1767604	BESC-328
SRR1767604	BESC-328
SRR1767605	SQMC-25-1
SRR1767605	SQMC-25-1
SRR1767606	BESC-21
SRR1767606	BESC-21
SRR1767607	BESC-140
SRR1767607	BESC-140
SRR1767608	BESC-340
SRR1767608	BESC-340
SRR1767609	BESC-856
SRR1767609	BESC-856
SRR1767610	BESC-112
SRR1767610	BESC-112
SRR1767611	BESC-276
SRR1767611	BESC-276
SRR1767612	BESC-113
SRR1767612	BESC-113
SRR1767613	BESC-117
SRR1767613	BESC-117
SRR1767614	BESC-125
SRR1767614	BESC-125
SRR1767615	BESC-133
SRR1767615	BESC-133
SRR1767616	BESC-157
SRR1767616	BESC-157
SRR1767617	BESC-166
SRR1767617	BESC-166
SRR1767618	BESC-172
SRR1767618	BESC-172
SRR1767619	BESC-174
SRR1767619	BESC-174
SRR1767620	BESC-175
SRR1767620	BESC-175
SRR1767663	BESC-193
SRR1767663	BESC-193
SRR1767664	BESC-208
SRR1767664	BESC-208
SRR1767665	BESC-229
SRR1767665	BESC-229
SRR1767666	BESC-239
SRR1767666	BESC-239
SRR1767667	BESC-243
SRR1767667	BESC-243
SRR1767668	BESC-261
SRR1767668	BESC-261
SRR1767670	BESC-279
SRR1767670	BESC-279
SRR1767671	BESC-283
SRR1767671	BESC-283
SRR1767672	BESC-306
SRR1767672	BESC-306
SRR1767673	BESC-346
SRR1767673	BESC-346
SRR1767674	BESC-360
SRR1767674	BESC-360
SRR1767675	BESC-370
SRR1767675	BESC-370
SRR1767676	BESC-371
SRR1767676	BESC-371
SRR1767677	BESC-375
SRR1767677	BESC-375
SRR1767678	BESC-380
SRR1767678	BESC-380
SRR1767679	BESC-383
SRR1767679	BESC-383
SRR1767682	BESC-448
SRR1767682	BESC-448
SRR1767683	BESC-015
SRR1767683	BESC-015
SRR1767684	BESC-896
SRR1767684	BESC-896
SRR1767685	BESC-366
SRR1767685	BESC-366
SRR1767686	BESC-439
SRR1767686	BESC-439
SRR1767687	CNYH-28-4
SRR1767687	CNYH-28-4
SRR1767688	GLCB-26-2
SRR1767688	GLCB-26-2
SRR1767689	GLCB-26-4
SRR1767689	GLCB-26-4
SRR1767690	HARC-26-2
SRR1767690	HARC-26-2
SRR1767691	HRSP-27-4
SRR1767691	HRSP-27-4
SRR1767692	HRSP-27-5
SRR1767692	HRSP-27-5
SRR1767693	KTMA-12-1
SRR1767693	KTMA-12-1
SRR1767694	LILC-26-4
SRR1767694	LILC-26-4
SRR1767695	SLMD-28-1
SRR1767695	SLMD-28-1
SRR1767696	NHTA-27-2
SRR1767696	NHTA-27-2
SRR1768420	NHTA-27-3
SRR1768420	NHTA-27-3
SRR1797177	GW-9759
SRR1797177	GW-9759
SRR1797179	GW-9819
SRR1797179	GW-9819
SRR1797180	GW-9819
SRR1797180	GW-9819
SRR1797181	GW-9778
SRR1797181	GW-9778
SRR1800284	BESC-839
SRR1800284	BESC-839
SRR1800285	BESC-6
SRR1800285	BESC-6
SRR1800291	BESC-38
SRR1800291	BESC-38
SRR1800292	BESC-44
SRR1800292	BESC-44
SRR1800293	BESC-44
SRR1800293	BESC-44
SRR1800294	BESC-58
SRR1800294	BESC-58
SRR1800296	BESC-63
SRR1800296	BESC-63
SRR1800297	BESC-70
SRR1800297	BESC-70
SRR1800298	BESC-151
SRR1800298	BESC-151
SRR1800299	BESC-151
SRR1800299	BESC-151
SRR1800300	BESC-158
SRR1800300	BESC-158
SRR1800301	BESC-158
SRR1800301	BESC-158
SRR1800310	BESC-221
SRR1800310	BESC-221
SRR1800311	BESC-221
SRR1800311	BESC-221
SRR1800313	BESC-221
SRR1800313	BESC-221
SRR1800315	BESC-219
SRR1800315	BESC-219
SRR1800316	BESC-214
SRR1800316	BESC-214
SRR1800317	BESC-206
SRR1800317	BESC-206
SRR1800318	BESC-203
SRR1800318	BESC-203
SRR1800319	BESC-203
SRR1800319	BESC-203
SRR1800320	BESC-181
SRR1800320	BESC-181
SRR1800321	BESC-236
SRR1800321	BESC-236
SRR1800322	BESC-236
SRR1800322	BESC-236
SRR1800323	BESC-299
SRR1800323	BESC-299
SRR1800324	BESC-316
SRR1800324	BESC-316
SRR1800325	BESC-316
SRR1800325	BESC-316
SRR1800327	BESC-241
SRR1800327	BESC-241
SRR1800329	BESC-292
SRR1800329	BESC-292
SRR1800330	BESC-327
SRR1800330	BESC-327
SRR1800331	BESC-327
SRR1800331	BESC-327
SRR1800332	BESC-327
SRR1800332	BESC-327
SRR1800333	BESC-327
SRR1800333	BESC-327
SRR1800334	BESC-327
SRR1800334	BESC-327
SRR1800349	BESC-365
SRR1800349	BESC-365
SRR1800350	BESC-365
SRR1800350	BESC-365
SRR1800387	BESC-414
SRR1800387	BESC-414
SRR1800388	BESC-414
SRR1800388	BESC-414
SRR1800389	BESC-414
SRR1800389	BESC-414
SRR1800390	BESC-414
SRR1800390	BESC-414
SRR1800391	BESC-414
SRR1800391	BESC-414
SRR1800392	BESC-434
SRR1800392	BESC-434
SRR1800393	BESC-434
SRR1800393	BESC-434
SRR1800394	CHWH-27-3
SRR1800394	CHWH-27-3
SRR1800395	BESC-449
SRR1800395	BESC-449
SRR1800396	BESC-449
SRR1800396	BESC-449
SRR1800397	BESC-449
SRR1800397	BESC-449
SRR1800399	HARA-26-2
SRR1800399	HARA-26-2
SRR1800400	DENC-17-5
SRR1800400	DENC-17-5
SRR1800401	DENC-17-5
SRR1800401	DENC-17-5
SRR1800402	KLND-20-2
SRR1800402	KLND-20-2
SRR1800403	KLND-20-2
SRR1800403	KLND-20-2
SRR1800405	KLND-20-3
SRR1800405	KLND-20-3
SRR1800406	KLND-20-5
SRR1800406	KLND-20-5
SRR1800407	KLND-20-5
SRR1800407	KLND-20-5
SRR1800408	KLND-20-5
SRR1800408	KLND-20-5
SRR1800409	GW-11011
SRR1800409	GW-11011
SRR1800410	GW-11011
SRR1800410	GW-11011
SRR1800411	LILB-26-4
SRR1800411	LILB-26-4
SRR1800412	LILB-26-4
SRR1800412	LILB-26-4
SRR1800414	SKWA-24-5
SRR1800414	SKWA-24-5
SRR1800415	SKWA-24-5
SRR1800415	SKWA-24-5
SRR1800416	NHTB-27-3
SRR1800416	NHTB-27-3
SRR1800417	NHTB-27-3
SRR1800417	NHTB-27-3
SRR1800418	YALD-27-2
SRR1800418	YALD-27-2
SRR1800419	YALD-27-2
SRR1800419	YALD-27-2
SRR1800420	BESC-815
SRR1800420	BESC-815
SRR1800421	BESC-815
SRR1800421	BESC-815
SRR1800423	BESC-860
SRR1800423	BESC-860
SRR1800425	BESC-817
SRR1800425	BESC-817
SRR1800426	BESC-885
SRR1800426	BESC-885
SRR1800427	GW-4579
SRR1800427	GW-4579
SRR1800429	BESC-882
SRR1800429	BESC-882
SRR1800430	BESC-882
SRR1800430	BESC-882
SRR1800431	GW-7975
SRR1800431	GW-7975
SRR1800432	GW-7978
SRR1800432	GW-7978
SRR1800433	GW-7978
SRR1800433	GW-7978
SRR1800436	GW-7981
SRR1800436	GW-7981
SRR1800437	GW-9582
SRR1800437	GW-9582
SRR1800438	GW-9585
SRR1800438	GW-9585
SRR1800440	GW-9766
SRR1800440	GW-9766
SRR1800441	GW-9766
SRR1800441	GW-9766
SRR1800443	GW-9756
SRR1800443	GW-9756
SRR1800445	GW-9781
SRR1800445	GW-9781
SRR1800446	GW-9820
SRR1800446	GW-9820
SRR1800448	GW-9803
SRR1800448	GW-9803
SRR1800449	GW-9803
SRR1800449	GW-9803
SRR1800450	GW-9826
SRR1800450	GW-9826
SRR1800451	GW-9826
SRR1800451	GW-9826
SRR1800452	GW-9806
SRR1800452	GW-9806
SRR1800456	GW-9843
SRR1800456	GW-9843
SRR1800457	GW-9849
SRR1800457	GW-9849
SRR1800458	GW-9854
SRR1800458	GW-9854
SRR1800459	GW-9863
SRR1800459	GW-9863
SRR1800460	GW-9866
SRR1800460	GW-9866
SRR1800461	GW-9865
SRR1800461	GW-9865
SRR1800462	GW-9876
SRR1800462	GW-9876
SRR1800463	GW-9871
SRR1800463	GW-9871
SRR1800464	GW-9871
SRR1800464	GW-9871
SRR1800465	GW-9878
SRR1800465	GW-9878
SRR1800466	GW-9886
SRR1800466	GW-9886
SRR1800467	GW-9885
SRR1800467	GW-9885
SRR1800468	GW-9885
SRR1800468	GW-9885
SRR1800469	GW-9893
SRR1800469	GW-9893
SRR1800470	GW-9899
SRR1800470	GW-9899
SRR1800471	GW-9883
SRR1800471	GW-9883
SRR1800472	GW-9900
SRR1800472	GW-9900
SRR1800473	GW-9922
SRR1800473	GW-9922
SRR1800474	GW-9910
SRR1800474	GW-9910
SRR1800475	GW-9909
SRR1800475	GW-9909
SRR1800477	GW-9901
SRR1800477	GW-9901
SRR1800478	GW-9957
SRR1800478	GW-9957
SRR1800479	GW-9957
SRR1800479	GW-9957
SRR1800480	GW-9912
SRR1800480	GW-9912
SRR1800481	GW-9912
SRR1800481	GW-9912
SRR1800482	GW-9912
SRR1800482	GW-9912
SRR1800483	GW-9965
SRR1800483	GW-9965
SRR1800485	GW-9951
SRR1800485	GW-9951
SRR1800494	GW-11045
SRR1800494	GW-11045
SRR1800549	BESC-3
SRR1800549	BESC-3
SRR1800550	BESC-3
SRR1800550	BESC-3
SRR1800551	BESC-7
SRR1800551	BESC-7
SRR1800552	BESC-23
SRR1800552	BESC-23
SRR1800553	BESC-25
SRR1800553	BESC-25
SRR1800554	BESC-31
SRR1800554	BESC-31
SRR1800555	BESC-31
SRR1800555	BESC-31
SRR1800556	BESC-29
SRR1800556	BESC-29
SRR1800557	BESC-32
SRR1800557	BESC-32
SRR1800559	BESC-54
SRR1800559	BESC-54
SRR1800560	BESC-65
SRR1800560	BESC-65
SRR1800561	BESC-65
SRR1800561	BESC-65
SRR1800562	BESC-72
SRR1800562	BESC-72
SRR1800563	BESC-71
SRR1800563	BESC-71
SRR1800564	BESC-93
SRR1800564	BESC-93
SRR1800565	BESC-93
SRR1800565	BESC-93
SRR1800567	BESC-104
SRR1800567	BESC-104
SRR1800568	BESC-104
SRR1800568	BESC-104
SRR1800570	BESC-121
SRR1800570	BESC-121
SRR1800571	BESC-123
SRR1800571	BESC-123
SRR1800572	BESC-142
SRR1800572	BESC-142
SRR1800573	BESC-142
SRR1800573	BESC-142
SRR1800574	BESC-143
SRR1800574	BESC-143
SRR1800575	BESC-143
SRR1800575	BESC-143
SRR1800576	BESC-146
SRR1800576	BESC-146
SRR1800577	BESC-146
SRR1800577	BESC-146
SRR1800578	BESC-161
SRR1800578	BESC-161
SRR1800579	BESC-168
SRR1800579	BESC-168
SRR1800580	BESC-168
SRR1800580	BESC-168
SRR1800581	BESC-171
SRR1800581	BESC-171
SRR1800582	BESC-171
SRR1800582	BESC-171
SRR1800583	BESC-180
SRR1800583	BESC-180
SRR1800584	BESC-180
SRR1800584	BESC-180
SRR1800585	BESC-180
SRR1800585	BESC-180
SRR1800586	BESC-185
SRR1800586	BESC-185
SRR1800587	BESC-185
SRR1800587	BESC-185
SRR1800588	BESC-187
SRR1800588	BESC-187
SRR1800589	BESC-187
SRR1800589	BESC-187
SRR1800590	BESC-202
SRR1800590	BESC-202
SRR1800591	BESC-215
SRR1800591	BESC-215
SRR1800592	BESC-216
SRR1800592	BESC-216
SRR1800593	BESC-216
SRR1800593	BESC-216
SRR1800595	BESC-223
SRR1800595	BESC-223
SRR1800596	BESC-224
SRR1800596	BESC-224
SRR1800597	BESC-224
SRR1800597	BESC-224
SRR1800598	BESC-228
SRR1800598	BESC-228
SRR1800599	BESC-228
SRR1800599	BESC-228
SRR1800600	BESC-237
SRR1800600	BESC-237
SRR1800601	BESC-237
SRR1800601	BESC-237
SRR1800602	BESC-294
SRR1800602	BESC-294
SRR1800603	BESC-295
SRR1800603	BESC-295
SRR1800604	BESC-298
SRR1800604	BESC-298
SRR1800605	BESC-308
SRR1800605	BESC-308
SRR1800606	BESC-308
SRR1800606	BESC-308
SRR1800607	BESC-341
SRR1800607	BESC-341
SRR1800608	BESC-341
SRR1800608	BESC-341
SRR1800609	BESC-353
SRR1800609	BESC-353
SRR1800610	BESC-353
SRR1800610	BESC-353
SRR1800611	BESC-355
SRR1800611	BESC-355
SRR1800612	BESC-355
SRR1800612	BESC-355
SRR1800613	BESC-357
SRR1800613	BESC-357
SRR1800615	BESC-357
SRR1800615	BESC-357
SRR1800616	BESC-358
SRR1800616	BESC-358
SRR1800617	BESC-358
SRR1800617	BESC-358
SRR1800618	BESC-362
SRR1800618	BESC-362
SRR1800619	BESC-364
SRR1800619	BESC-364
SRR1800620	BESC-67
SRR1800620	BESC-67
SRR1800621	BESC-373
SRR1800621	BESC-373
SRR1800622	BESC-373
SRR1800622	BESC-373
SRR1800623	BESC-402
SRR1800623	BESC-402
SRR1800624	BESC-402
SRR1800624	BESC-402
SRR1800625	BESC-367
SRR1800625	BESC-367
SRR1800626	BESC-367
SRR1800626	BESC-367
SRR1800627	BESC-407
SRR1800627	BESC-407
SRR1800628	BESC-407
SRR1800628	BESC-407
SRR1800629	BESC-408
SRR1800629	BESC-408
SRR1800630	BESC-408
SRR1800630	BESC-408
SRR1800631	BESC-410
SRR1800631	BESC-410
SRR1800632	BESC-410
SRR1800632	BESC-410
SRR1800633	BESC-438
SRR1800633	BESC-438
SRR1800634	BESC-438
SRR1800634	BESC-438
SRR1800635	BESC-443
SRR1800635	BESC-443
SRR1800636	BESC-443
SRR1800636	BESC-443
SRR1800638	BESC-423
SRR1800638	BESC-423
SRR1800639	BESC-455
SRR1800639	BESC-455
SRR1800640	BESC-455
SRR1800640	BESC-455
SRR1800641	BESC-468
SRR1800641	BESC-468
SRR1800642	BESC-468
SRR1800642	BESC-468
SRR1800643	BESC-436
SRR1800643	BESC-436
SRR1800644	BESC-436
SRR1800644	BESC-436
SRR1800646	BESC-808
SRR1800646	BESC-808
SRR1800647	BESC-809
SRR1800647	BESC-809
SRR1800648	BESC-809
SRR1800648	BESC-809
SRR1800649	BESC-820
SRR1800649	BESC-820
SRR1800650	BESC-820
SRR1800650	BESC-820
SRR1800651	BESC-830
SRR1800651	BESC-830
SRR1800652	BESC-830
SRR1800652	BESC-830
SRR1800653	BESC-824
SRR1800653	BESC-824
SRR1800654	BESC-826
SRR1800654	BESC-826
SRR1800655	BESC-831
SRR1800655	BESC-831
SRR1800656	BESC-835
SRR1800656	BESC-835
SRR1800657	BESC-835
SRR1800657	BESC-835
SRR1800659	BESC-844
SRR1800659	BESC-844
SRR1800660	BESC-855
SRR1800660	BESC-855
SRR1800661	BESC-855
SRR1800661	BESC-855
SRR1800662	BESC-858
SRR1800662	BESC-858
SRR1800663	BESC-877
SRR1800663	BESC-877
SRR1800664	BESC-877
SRR1800664	BESC-877
SRR1800665	BESC-875
SRR1800665	BESC-875
SRR1800666	BESC-883
SRR1800666	BESC-883
SRR1800667	CA-02-02
SRR1800667	CA-02-02
SRR1800668	CA-04-04
SRR1800668	CA-04-04
SRR1800669	CA-04-04
SRR1800669	CA-04-04
SRR1800673	CA-05-01
SRR1800673	CA-05-01
SRR1800676	GW-7982
SRR1800676	GW-7982
SRR1800679	GW-7984
SRR1800679	GW-7984
SRR1800680	GW-7985
SRR1800680	GW-7985
